"user_id","status_id","created_at","screen_name","text","source","verified","city","domain"
"x811966506720497664","x1074080693460832256","2018-12-15 23:16:07+00","StoerungenBahn","<U+0001F556> S-Bahn München

Signalstörung auf der Strecke Neufahrn (b Freising) - München-Feldmoching zwischen Unterschleißheim und Schleißheim. Es kommt zu Verspätungen im S-Bahn-Verkehr. /fb","Facebook","f","muenchen","train"
"x708022979905658880","x1074012406051954688","2018-12-15 18:44:46+00","Sir_Schnee","Betrunken Auto gefahren, einen Unfall verursacht und dann abgehauen!

#DieLinke - Abgeordneter Hakan Tas teilte mit, er bereue den 'Vorfall' zutiefst.

Jaja, das glaube ich ihm  ... nämlich dass er erwischt wurde bereut er! #HakanTas #Berlin #SED 
 https://t.co/iMCUNrlPI2","Twitter for Android","f","berlin","traffic"
"x940673181496594432","x1074011216064974848","2018-12-15 18:40:02+00","refundrebel_EU","Aktuelle top Verspätung: +106min., ICE574, von #Stuttgart Hbf nach #Hamburg-Altona #ICE574 #Fahrgastrechte #Zugverspätung #Verspätung #Bahn #Zugfahrt #refundrebel","refundrebel","f","hamburg","train"
"x17893836","x1074010330957799424","2018-12-15 18:36:31+00","bitterlemmer","@MGrosseBroemer @annaesch1 Ich bring Ihnen ein Souvenir vorbei, wenn mir folgendes gelingt: Ohne Stau und ohne Funkloch von Oberbayern nach Berlin im Auto und ohne Zugverspätung und ohne Funkloch zurück. Sie wissen sicher, ab wann das möglich ist?","TweetDeck","f","berlin","traffic"
"x43736987","x1073998910451052544","2018-12-15 17:51:08+00","cherubimu","#hhbue #hamburg was macht der #spd #grüne senat
um das stau problem zu lösen
die preise für den #hvv erhöhen
... ja ne schon klar
https://t.co/Seh0xkR55j","Twitter Web Client","f","hamburg","traffic"
"x14327439","x1073994977456386048","2018-12-15 17:35:31+00","mopo","Verkehrs-Ärger in Hamburg: So will die Stadt jetzt das Stau-Problem lösen https://t.co/1cb0C5p0Og https://t.co/ccWE0dBFUk","Echobox Social","t","hamburg","traffic"
"x1043911740675829760","x1073994409715359744","2018-12-15 17:33:15+00","start_unterelbe","#RE5 #Cuxhaven(18:09)<U+2192>#Hamburg Hbf(19:57). Der Zug hat den Bahnhof #Cuxhaven mit einer Verspätung von 14 Minuten verlassen.","Twitter Web Client","f","hamburg","train"
"x39999078","x1073983530215137280","2018-12-15 16:50:01+00","DB_Bahn","@FrauZimt Heute konnte ich zwischen 8 und 9 Uhr keine Verspätung bei der S-Bahn ab Hamburg-Bergedorf feststellen. Am Montag kam es wegen des Streiks zu Verspätungen und Dienstag, Mittwoch und Donnerstag kam es wegen einer techn. Störung an der Strecke zu Verspätungen. /ni","SocialHub by maloon","t","hamburg","train"
"x163576129","x1073981006904881152","2018-12-15 16:40:00+00","Regio_NRW","#RB25 Teilausfall ab #Köln #Hansaring (18:21) &gt; Köln Hbf (18:24). Störung am Zug","TweetDeck","t","koeln","train"
"x163576129","x1073969268335742976","2018-12-15 15:53:21+00","Regio_NRW","#S11, Abfahrt #Bergisch #Gladbach 17:53, über #Köln Hbf 18:14, #Dormagen 18:47, #Düsseldorf Hbf 19:23 &gt; Düsseldorf Flughafen Terminal 19:35, Ausfall. Störung am Zug","Twitter Web Client","t","koeln","train"
"x163576129","x1073948881656913920","2018-12-15 14:32:21+00","Regio_NRW","#S11 Teilausfall ab #Köln #Dellbrück (15:41)&gt;#Bergisch #Gladbach (15:48) &amp; B. Gladbach (15:53)&gt;Dellbrück (15:58). Störung am Zug","Twitter Web Client","t","koeln","train"
"x108009131","x1073932792281608192","2018-12-15 13:28:25+00","Greifswald_Info","#Berlin: Der Linken-Politiker Hakan Tas hat nach @Tagesspiegel-Informationen betrunken einen Unfall im Regierungsviertel verursacht und ist dann geflohen. 
https://t.co/9MK76MRDKy https://t.co/9MK76MRDKy","Facebook","f","berlin","traffic"
"x1012613974804848640","x1073917613535870976","2018-12-15 12:28:06+00","haraldpaulick","@doktor_hammer @BerlinCyclist @Berlinradlerin @Nbg_steigt_ab @SudipaBerlin Ich bedanke mich für die geistig hoch qualifizierten Beiträge zu dem Post/Tweet ""Schwerer Verkehrsunfall in Berlin-Charlotenburg""","Twitter Web Client","f","berlin","traffic"
"x2850076878","x1073909832619618304","2018-12-15 11:57:11+00","seetakihere","Wunderbar! Der Bahnhof in Augsburg wird seit Monaten umgebaut, der IC nach Hamburg hat 60 min Verspätung und ich sitze in der zügigen Unterführung. Danke @bahn, vielen herzlichen Dank!","Twitter for Android","f","hamburg","train"
"x2361199390","x1073904654579351552","2018-12-15 11:36:36+00","ArcadeBorne","Könnt ihr euch ma von Oberhausen verpissen wegen euch gibt's seit wochen nur stau nicht nur Oberhausen hat nen Weihnachtsmarkt alter Köln duseldorf dortmund essen etc haben locker auch nen Weihnachtsmarkt","Twitter for Android","f","koeln","traffic"
"x3159802175","x1073888437646839808","2018-12-15 10:32:10+00","polnewsb","Der Kontrolle entzogen – Unfall gebaut  #berlin https://t.co/Zn9zRNuzo1","Polizei News Berlin","f","berlin","traffic"
"x848177117531705344","x1073878330267574272","2018-12-15 09:52:00+00","beamzuse","@MatthiasGastel @DeineEVG Na, ja. Heute morgen um 8:50 von Berlin in's Ruhrgebiet ist der doppelte Zug komplett ausgefallen. Ich sitze jetzt mit gut einer Stunde Wartezeit im komplett überfüllten Folgezug...
@DB_Bahn","Twitter Lite","f","berlin","train"
"x485833563","x1073876524242227200","2018-12-15 09:44:49+00","youreamardybum","@DB_Bahn mein Zug der ICE 507 Hat mehr als 45 Minuten Verspätung wenn er in Leipzig ankommt. Ich würde meinen Anschluss verpassen und in München (Ziel bf) mehr als 2 Stunden spät. Könnte ich ab Leipzig andere Verbindung nehmen?","Twitter for iPhone","f","muenchen","train"
"x1072171131438817280","x1.073875809256e+18","2018-12-15 09:41:59+00","storungen","#Stellwerksstörung /-ausfall: 
Auf der Strecke #Hamburg-Harburg - #Hannover Hbf 
zwischen #Lüneburg und #Uelzen. 
Es kommt zu Verspätungen und Ausfällen in beide Richtungen im Fernverkehr der Deutschen Bahn.","Twitter Web Client","f","hamburg","train"
"x823718806807842816","x1073857419955068928","2018-12-15 08:28:54+00","EgmontEgon","@obreidenbach @StefanLeifert @ReporterZDF Das wäre ebenfalls angebracht. Hier in der Freien und Hansestadt Hamburg starben vier Menschen nach Verkehrsunfall in Eppendorf. Da sie namentlich bekannt, prominent waren, ist ausführlich darüber berichtet worden. Allerdings ist es ebenso notwendig, über Unbekannte zu schreiben.","Twitter Web Client","f","hamburg","traffic"
"x485833563","x1073849951824896000","2018-12-15 07:59:14+00","youreamardybum","@DB_Bahn Morgen! Wird der ICE 507 von Hamburg nach München überhaupt los fahren? Auf der App steht „technische Störung am Zug“ und er hat schon mehr als 3 viertel Stunde Verspätung","Twitter for iPhone","f","muenchen","train"
"x62870146","x1073848900363128832","2018-12-15 07:55:03+00","d4jone","Wir sitzen gerade im Flixtrain Richtung Hamburg. Der halbe Zug fällt auseinander (defekte Kopflehnen, abgebrochene Türgriffe etc.) und sämtliche Heizungen sind bei -4 Grad defekt. Schämt ihr euch nicht sowas auf eure Kunden loszulassen @FlixBus_DE? https://t.co/KaMt9cPukT","Twitter for Android","f","hamburg","train"
"x18103366","x1073845043478323200","2018-12-15 07:39:44+00","MariaKlSchmeink","@DB_Bahn schon wieder: Zug fällt aus. Berlin - Hamm. Was ist los mit der Bahn. Letzte Woche habe ich innerhalb von 2 Tagen 7 Stunden Verspätung eingesammelt. Dann wegen Streik einen Abend vorher gefahren. Und nun heute mal zur Abwechselung Totalausfall. Puh.","Twitter for Android","t","berlin","train"
"x2519393447","x1073841904696156160","2018-12-15 07:27:15+00","doktor_hammer","@JPProeger @glckskind_de 1x ist in Berlin eine ältere Dame direkt unter den Auflieger geraten. Alle anderen Unfälle beim Abbiegen haben im Bereich des Führerhauses begonnen. Es gibt dazu auch eine Statistik. Die reiche ich nach. Vielleicht hat die @Unfallforschung dazu auch Zahlen?","Twitter for iPhone","f","berlin","traffic"
"x2519393447","x1073841092934725632","2018-12-15 07:24:02+00","doktor_hammer","@JPProeger @glckskind_de Ich habe mir zu allen Unfälle mit Radfahrenden in Berlin in den letzten (ca. 3) Jahren vor allem die Polizei-/Presseberichte/Fotos (manchmal auch aus anderen Bundesländern) angesehen und u. a. das Gerichtsverfahren zu einem solchen Unfall in HH.","Twitter for iPhone","f","berlin","traffic"
"x116229478","x1073838207022829568","2018-12-15 07:12:34+00","tomnets","@Holger__P Bei der S-Bahn Berlin läuft die Erstattung zzt. über die DB. Das wird dann wohl so bleiben. Anspruch hat man dann nur bei massiven Ausfällen die auf das Konto der DB gehen und nicht bei den obligatorischen Verspätungen und verpassten Abschlüssen mit 30 min Fahrzeitverlängerung...","Twitter for Android","f","berlin","train"
"x163576129","x1073831674524372992","2018-12-15 06:46:36+00","Regio_NRW","#RE6, #Bielefeld(05:58) &gt; #Köln-#Bonn-#Flughafen(09:11) endet in #Düsseldorf(08:04) &amp; Köln-Bonn-Flughafen(09:48) &gt; Minden(13:30) beginnt in Düsseldorf(10:54). Grund: Störung am Zug","Twitter Web Client","t","koeln","train"
"x163576129","x1073800896998449152","2018-12-15 04:44:18+00","Regio_NRW","#RE6, #Köln-#Bonn-#Flughafen(05:48) &gt; #Düsseldorf(06:47) fällt leider aus. Grund: Störung am Zug","Twitter Web Client","t","koeln","train"
"x337639242","x1073735515592114176","2018-12-15 00:24:30+00","GrandmasterC23","S-Bahn München wieder mal unschlagbar! Zuerst 20 Minuten Verspätung nach Erding, nun sind es 25 Minuten. Kasperverein! @streckenagent_M","Twitter for Android","f","muenchen","train"
"x14330924","x1073723401624322048","2018-12-14 23:36:22+00","DB_Info","Die #Streckensperrung zwischen #Berlin und #Hannover aufgrund der #Oberleitungsstörung bei #Oebisfelde ist aufgehoben. Züge werden nicht mehr umgeleitet. Die Reparaturarbeiten behindern aber noch den Fernverkehr. Es kommt noch zu Verspätungen von 15 bis 30 Minuten.","TweetDeck","t","berlin","train"
"x718145940","x1073719374819835904","2018-12-14 23:20:22+00","CityReport","Frankfurt (Oder), B112 – Verkehrsunfall mit drei verletzten Personen https://t.co/UDT8giGd6K https://t.co/TLocyfBEiS","WordPress.com","f","frankfurt","traffic"
"x940673181496594432","x1073695963468959744","2018-12-14 21:47:20+00","refundrebel_EU","Aktuelle top Verspätung: +230min., ICE704, von #München Hbf nach #Hamburg-Altona #ICE704 #Fahrgastrechte #Zugverspätung #Verspätung #Bahn #Zugfahrt #refundrebel","refundrebel","f","muenchen","train"
"x810894659753046016","x1073680446301589504","2018-12-14 20:45:41+00","hri_tina","Hallo Berlin. Hab den Flieger noch nicht verlassen und es gibt schon Stau.","Twitter for Android","f","berlin","traffic"
"x19705004","x1073680042134245376","2018-12-14 20:44:04+00","Cmbln","@Bahn_Fuzzy @Bahnkalle TP-Meldungen (komplett)

14.12.18

21:23

Prognose für Berlin-Spandau an +90.

21:08

Oberleitungsstörung

Prognose für Berlin-Spandau an +60: OL-Störung Oebisfelde. Zug wird über Braunschweig (mit Verkehrshalt) umgeleitet. Der Halt Wolfsburg entfällt.

21:01

Oberleitungsstörung","Twitter for Android","f","berlin","train"
"x492508437","x1073678659360296960","2018-12-14 20:38:35+00","MenzelMark","@whosripley @Hingucker4 @K3tt3nf3tt Dieses Erlebnis habe ich in München auch jeden Tag am Ring. Da fährt man einfach schön an den Autos vorbei. Ich weiß nicht wie deppert man sein muss um sich diesen Stau täglich anzutun? <U+0001F6B4><U+0001F6B4><U+0001F6B4>","Twitter for Android","f","muenchen","traffic"
"x1043911740675829760","x1073663918017523712","2018-12-14 19:40:00+00","start_unterelbe","Zug 14535 um 21:06 Uhr von Hamburg nach Cuxhaven. Der Zug verkehrt heute nur mit 4 statt 5 Wagen. Hohe Auslastung erwartet. Grund dafür ist eine technische Störung am Fahrzeug.","TweetDeck","f","hamburg","train"
"x727893928603607040","x1073636155726401536","2018-12-14 17:49:41+00","lea_sakuraa","So bin jetzt mit fast 1 Stunde Verspätung auch endlich im Zug, Berlin here I come","Twitter for Android","f","berlin","train"
"x395858706","x1073635122879086592","2018-12-14 17:45:35+00","BuchMafo","@DB_Bahn Was ist denn nun wieder das Problem mit ICE 725 17.54 von FFM nach München? 1,5h Verspätung. Ist das jetzt schon wieder #Streik oder diesmal wegen #Betriebsablauf? Man verliert bei der #bahn ja völlig den Überblick ob es Zeit für Wut, Verzweiflung oder Verständnis ist.","Twitter Lite","f","muenchen","train"
"x1010594279763464192","x1073635012115861504","2018-12-14 17:45:08+00","Freidenker10","@SBahnBerlin Alle die hier so fleißig am Meckern sind. Verschwindet doch aus Berlin und zieht in die Provinz, dann werdet ihr dem ÖPNV in Berlin noch nachheulen! Die meisten Störungen gehen auf das Konto der DB Netz und somit nicht auf das Konto der S-Bahn!","Twitter for Android","f","berlin","train"
"x1043911740675829760","x1073633718827450368","2018-12-14 17:40:00+00","start_unterelbe","Zug 14528 um 19:09 Uhr von Cuxhaven nach Hamburg. Der Zug verkehrt heute nur mit 4 statt 5 Wagen. Hohe Auslastung erwartet. Grund dafür ist eine technische Störung am Fahrzeug.","TweetDeck","f","hamburg","train"
"x581765861","x1073621931415519232","2018-12-14 16:53:10+00","MDR_SN","Aus dem MDR-Verkehrszentrum: 13 km Stau auf der #A4, Frankfurt Richtung #Dresden, zwischen #Berbersdorf und Dreieck Dresden-West nach 2 Unfällen, nur eine Fahrspur, Wartezeit 2 Stunden; dadurch Rückstau auf die #A14 und auf der B173 zwischen Herzogswalde und Grumbach!","Hootsuite Inc.","t","frankfurt","traffic"
"x130883396","x1073618316453928960","2018-12-14 16:38:48+00","MarionWasSolls","@mueller_andi @JenniferGordana @Berliner_Fw Mutmaßlicher Täter? Glaubst du allen Ernstes er macht das mit Absicht? Ich fahre jeden Tag durch Berlin und was die ach so tollen Radfahrer da Tag für Tag veranstalten ist nicht mehr feierlich. Das soll keine Entschuldigung sein, aber es war ein scheiß Unfall.","Twitter for Android","f","berlin","traffic"
"x1043911740675829760","x1073603519779753984","2018-12-14 15:40:00+00","start_unterelbe","Zug 14527 um 17:06 Uhr ab Hamburg nach Cuxhaven. Der Zug verkehrt heute nur mit 4 statt 5 Wagen. Hohe Auslastung erwartet.Grund dafür ist eine technische Störung am Fahrzeug.","TweetDeck","f","hamburg","train"
"x3159802175","x1073590446763446272","2018-12-14 14:48:03+00","polnewsb","Radfahrerin bei Unfall schwer verletzt  #berlin https://t.co/Dc1XrhNCRo","Polizei News Berlin","f","berlin","traffic"
"x2323580130","x1073590070211416064","2018-12-14 14:46:33+00","mobilejobcom","BG Unfallklinik Frankfurt am Main gGmbH +++ Pflegefachkraft (m/w) +++ Frankfurt

Jetzt ganz einfach ohne App &amp; Anschreiben bewerben! https://t.co/zA6PziDXm0","Facebook","f","frankfurt","traffic"
"x1043911740675829760","x1073573320799473664","2018-12-14 13:40:00+00","start_unterelbe","Zug 14520 um 15:09 Uhr von Cuxhaven nach Hamburg. Der Zug verkehrt heute nur mit 4 statt 5 Wagen. Hohe Auslastung erwartet. Grund dafür ist eine technische Störung am Fahrzeug.","TweetDeck","f","hamburg","train"
"x4838237710","x1073572991538290688","2018-12-14 13:38:41+00","_Andrea_Sophie_","@consertum Ich hatte erst gestern wieder das Extremvergnügen. S Bahn München ist völlig marode. Überfüllt, ca 45 Minuten Verspätung keine Seltenheit. Und die Menschen .....<U+0001F644>","Twitter for Android","f","muenchen","train"
"x245733558","x1073546771664646144","2018-12-14 11:54:30+00","LS24_de","Verkehr in München: Aussicht auf Dauerstaus - München - https://t.co/qH7RAWW770 #München #Stau  https://t.co/F56YsBvilU","Twitter for iPhone","f","muenchen","traffic"
"x21084819","x1.073546255803e+18","2018-12-14 11:52:27+00","maobul","""... und dann ist da diese Brasilianische Ballerina, die seit ihrem Unfall im Rollstuhl sitzt und die jetzt in Berlin Kreuzberg eine Tanzschule eröffnen möchte... "" Sorry, hab ich nicht im Angebot! ;)

Was ich aber habe, ist einen sehr leisen Comic übers Weitermachen... https://t.co/WEUIDjKJYh","Twitter Web Client","f","berlin","traffic"
"x522265676","x1073544158374227968","2018-12-14 11:44:07+00","hwk_koeln","Die @hwk_koeln kritisiert den Plan von https://t.co/0i4ymSu791, die Zufahrtsschleife (stadteinwärts) am #Autobahnkreuz #Köln-Ost für weitere zwei Jahre komplett zu sperren - und wendet sich an den #NRW-#Verkehrsminister. <U+25BA> https://t.co/Hz8HSLf4eL #Stau","Twitter Web Client","f","koeln","traffic"
"x1043911740675829760","x1073543121655324672","2018-12-14 11:40:00+00","start_unterelbe","Zug 14519 um 13:06 Uhr von Hamburg nach Cuxhaven. Der Zug verkehrt heute nur mit  4 statt 5 Wagen. Hohe Auslastung erwartet. Grund dafür ist eine technische Störung am Fahrzeug.","TweetDeck","f","hamburg","train"
"x45817148","x1073542435173736448","2018-12-14 11:37:16+00","wwwFEUERWEHRde","#Feuerwehr #München

Schwerer Verkehrsunfall

https://t.co/SIQFMJvIxJ

#EinsatzFW","TweetDeck","f","muenchen","traffic"
"x13320692","x1073531094211866624","2018-12-14 10:52:12+00","alexschnapper","Mit #Wärmesensoren registriert der #BikeFlash Radfahrer im toten Winkel und warnt rechtsabbiegende Lkw. Danke @jessybkk für die Frage an den Magistrat gefragt, ob diese Präventivmaßnahme auch für #Frankfurter Unfallschwerpunkte sinnvoll ist. #Frankfurt 
https://t.co/vza9Bgp1Xe","Twitter Web Client","f","frankfurt","traffic"
"x1012613974804848640","x1073530098584821760","2018-12-14 10:48:15+00","haraldpaulick","@mozarthecht @BerlinCyclist Sie können das aber auch selbst empierisch ermitteln. Stellen sie sich in Berlin an eine Ampelkreuzung &amp; zählen sie die Verstöße der Verkehrsteilnehmer. Wenn die ein Fahrradfahre auf ein &amp; derselben Spur sich rechts am LKW vorbeidrängel ist das auch ein Verstoß &amp; führt zum Unfall","Twitter Web Client","f","berlin","traffic"
"x21765190","x1073526145549828096","2018-12-14 10:32:32+00","ufomedia","Ah, der ICE nach Frankfurt hat auch Verspätung. Da bin ich ja beruhigt. Die Bahn enttäuscht mich nicht. Aber dafür habe ich Platz 42. Das ist groß...","Twitter for iPhone","t","frankfurt","train"
"x1012613974804848640","x1073525851440988160","2018-12-14 10:31:22+00","haraldpaulick","Berlin-Charlottenburg. Schwerer Unfall – Radfahrerin gerät unter Lastwagen. Logische Konsequenz im Fahrverhalten der Verkehrsteilnehmer. Studie: Fahrradfahrer 40x so viele Verstöße gegen Straßenverkehrsodnung tätigen aber nie kontrolliert werden https://t.co/KvjGcfk2yT in Berlin!","Twitter Web Client","f","berlin","traffic"
"x1341628482","x1073525605017239552","2018-12-14 10:30:24+00","streckenagentOB","Augsburg - München: Technische Störung an einem Regionalzug behoben #bahn https://t.co/e1HWoV1c6B","optivo broadmail","f","muenchen","train"
"x1341620324","x1073525603981250560","2018-12-14 10:30:23+00","streckenagentFR","Augsburg - München: Technische Störung an einem Regionalzug behoben #bahn https://t.co/jF3C9Fcdqe","optivo broadmail","f","muenchen","train"
"x1341612912","x1073525602781724672","2018-12-14 10:30:23+00","streckenagentAS","Augsburg - München: Technische Störung an einem Regionalzug behoben #bahn https://t.co/oz20xWLRJX","optivo broadmail","f","muenchen","train"
"x22926365","x1073516885654822912","2018-12-14 09:55:45+00","Tagesspiegel","Update: #Radfahrerin bei #Unfall mit #Lkw in #Berlin-#Charlottenburg schwer verletzt. Kaiser-Friedrich-Straße zwischen Kantstraße und Bismarckstraße gesperrt. https://t.co/R333gKK9Rf","TweetDeck","t","berlin","traffic"
"x39791366","x1073515102521970688","2018-12-14 09:48:40+00","HAMBURGonline","Verkehr in #Hamburg: Elektronenhirn soll Stau lösen – So schlimm ist es wirklich im Elbtunnel  https://t.co/rylMf7gow5","Twitter for Android","f","hamburg","traffic"
"x1043911740675829760","x1073512922876469248","2018-12-14 09:40:00+00","start_unterelbe","Zug 14512 um 11:09 Uhr von Cuxhaven nach Hamburg. Der Zug verkehrt  heute nur mit 4 statt 5 Wagen. Hohe Auslastung erwartet. Grund dafür ist eine technische Störung am Fahrzeug.","TweetDeck","f","hamburg","train"
"x829300735","x1073501257388711936","2018-12-14 08:53:39+00","KoelnischeR","#Unfall auf der #A61 bei #BadNeuenahr. Ein umgestürzter Lkw blockiert die Fahrbahn in Richtung #Köln. #Sperrung bis circa 10.00. 

https://t.co/1ovqeJ1fRe","Twitter Web Client","t","koeln","traffic"
"x1110096660","x1073485593752027136","2018-12-14 07:51:24+00","SimonScientist","Ich weiss ich nicht ob ich's noch erleben werde, dass die #S1 mal wieder einen Tag ohne Verspätung fährt. Seit August 2018 jedenfalls nicht. Persönliche Statistik 2017: abends fuhren nur 21% aller Züge der S1 nach Fahrplan. #SBahn #MVV #München","Twitter for Android","f","muenchen","train"
"x1043911740675829760","x1073482723610652672","2018-12-14 07:40:00+00","start_unterelbe","Zug 14511 um 09:06 Uhr ab Hamburg nach Cuxhaven. Der Zug verkehrt heute nur mit 4 statt 5 Wagen. Hohe Auslastung erwartet. Grund dafür ist eine technische Störung am Fahrzeug.","TweetDeck","f","hamburg","train"
"x115451563","x1073461731911917568","2018-12-14 06:16:35+00","BILD_Frankfurt","Schwerer Unfall in Bayern - Baustellenfahrzeug kracht in Reisebus – 22 Verletzte https://t.co/CSVJBUPDgB #frankfurt #nachrichten","Zapier.com","t","frankfurt","traffic"
"x713864456451792896","x1073454319473704960","2018-12-14 05:47:08+00","anfragen_hh","Veröffentlichung und Aufschlüsselung der Verkehrsunfallzahlen in Hamburg für den Zeitraum Januar bis September 2018 (III), hier: Verkehrsunfälle mit Beteiligung von Kindern, jungen Erwachsenen und Senioren https://t.co/BTUFiW00Kv","kleineAnfragen","f","hamburg","traffic"
"x713864456451792896","x1073453539077304320","2018-12-14 05:44:02+00","anfragen_hh","Veröffentlichung und Aufschlüsselung der Verkehrsunfallzahlen in Hamburg für den Zeitraum Januar bis September 2018 (V), hier: Verkehrsunfälle mit Lastkraftwagen (Lkw) https://t.co/0TevosUVuJ","kleineAnfragen","f","hamburg","traffic"
"x1043911740675829760","x1073450007955730432","2018-12-14 05:30:00+00","start_unterelbe","Zug 14544 um 06:50 Uhr ab Cuxhaven nach Hamburg. Der Zug verkehrt heute nur mit 4 statt 5 Wagen.Hohe Auslastung erwartet. Grund dafür ist eine technische Störung am Fahrzeug.","TweetDeck","f","hamburg","train"
"x718762468","x1073304862992097280","2018-12-13 19:53:15+00","Th_Bode","München hat den Verkehrsinfarkt. Jeden Tag Stau. Heute Abend habe ich 2.5 Stunden nach Hause gebraucht. Wahnsinn.","Twitter for Android","f","muenchen","traffic"
"x526574573","x1073260434998874112","2018-12-13 16:56:42+00","reportkoeln","Verkehrsunfall in Köln-Esch: 70-Jähriger muss wiederbelebt werden.. https://t.co/G7rKM4T4Sk","report-k.de ","f","koeln","traffic"
"x850222359340400640","x1073259862451281920","2018-12-13 16:54:26+00","stoerungen_hhsh","#RE7 #RE70 #RB71

Technische Störung an einem anderen Zug: Auf der Strecke Hamburg Hbf - Neumünster zwischen Elmshorn und Wrist. 
Es kommt zu Verspätungen und Ausfällen in beide Richtungen im Regionalverkehr.

#hvv #nahsh","Twitter Lite","f","hamburg","train"
"x1072171131438817280","x1073257690095341568","2018-12-13 16:45:48+00","storungen","#Stellwerksstörung /-ausfall: 
Auf der Strecke #Hamburg-Harburg - #Hannover Hbf zwischen #Stelle und #Maschen. 
Es kommt zu Verspätungen in beide Richtungen im Fernverkehr der Deutschen Bahn.","Twitter Web Client","f","hamburg","train"
"x2599867813","x1073242612289732608","2018-12-13 15:45:53+00","PulheimTweets","Unfall heute morgen in Köln-Esch https://t.co/2YRh5j6m8V","Facebook","f","koeln","traffic"
"x3414086001","x1073241711483281408","2018-12-13 15:42:18+00","elkepoley","Schwerer Unfall auf A9 bei München - Autobahn gesperrt - Hubschrauber im Einsatz https://t.co/8T7tfoWzmb","Twitter Web Client","f","muenchen","traffic"
"x3159802175","x1073229065132433408","2018-12-13 14:52:03+00","polnewsb","Nach Einbruch Unfall gebaut  #berlin https://t.co/slD7Joq1vf","Polizei News Berlin","f","berlin","traffic"
"x2476387929","x1073226410674794496","2018-12-13 14:41:30+00","FioreBo90","Busweg gesperrt wegen Unfall, Bahn kommt nicht wegen Weichenstörung, nächster Bahnhof Zug hat Verspätung wegen Verkehr. Schon 1 1/2h unterwegs und immer noch nicht in Köln","Twitter for iPhone","f","koeln","traffic"
"x1378058520","x1073225360752476160","2018-12-13 14:37:20+00","kenoboehme","Liebe @DB_Bahn,

habt ihr schon über eine Kooperation mit @js_erlebnisse nachgedacht? Fahre von Köln nach Chemnitz. Erster Zug verspätet, ""Aktuelle Alternativen"" im Navigator ohne Funktion, musste selbst suchen. Nun fällt der Zug von Leipzig nach Chemnitz aus.

Ein Träumchen!","Twitter for Android","f","koeln","train"
"x750336721523445760","x1073215488308727808","2018-12-13 13:58:06+00","Merkurist_FFM","Eine Schwerverletzte und zwei Leichtverletzte - das ist die Bilanz eines Unfalls am Mittwochabend in #Frankfurt-Nied.
https://t.co/jnZoPaRcos","TweetDeck","f","frankfurt","traffic"
"x456879588","x1073209463962771456","2018-12-13 13:34:10+00","wwwvoice","Dies ist die ""Problem""-Lichtsignalanlage. Etwas mehr grün morgens würde gut tun! #Stau #BucherStraße #Berufsverkehr #Berlin https://t.co/MD4YQWjR9F","Twitter Web Client","f","berlin","traffic"
"x163576129","x1073197091764092928","2018-12-13 12:45:00+00","Regio_NRW","#RE6 Teilausfall ab #Düsseldorf Hbf (14:14) &gt; #Köln/Bonn Flughafen (15:05) &amp; Köln/Bonn (15:48) &gt; Düsseldorf (16:47). Störung am Zug","TweetDeck","t","koeln","train"
"x90524645","x1073195822857236480","2018-12-13 12:39:57+00","BR24","Die #A8 #München Richtung #Salzburg ist nach einem Lkw-#Unfall zwischen Grabenstätt und Bergen immer noch voll gesperrt. Es kommt zu großen Behinderungen. Die Sperrung dauert bis etwa 18 Uhr. https://t.co/LRh5dzv40y","Twitter Web Client","t","muenchen","traffic"
"x139789733","x1073183273033949184","2018-12-13 11:50:05+00","Frankfurt_City","POL-F: 181213 - 1228 Frankfurt-Nied: Schwerer Verkehrsunfall https://t.co/RH4HRRF1mD","dlvr.it","f","frankfurt","traffic"
"x2289843524","x1073153067409825792","2018-12-13 09:50:04+00","BR_Oberbayern","A8 München - Salzburg nach Lkw-Unfall gesperrt https://t.co/kUXGSFmJaX https://t.co/6CIyIJgJL6","dlvr.it","f","muenchen","traffic"
"x2867113687","x1073138530703028224","2018-12-13 08:52:18+00","GER_Resistance","EXPRESS: Unfall in Köln: 13-Jährige von KVB-Bahn an der Aachener Straße erfasst.
https://t.co/DnFU88O3FP

über @GoogleNews","Twitter for Android","f","koeln","traffic"
"x3003003191","x1073135282713710592","2018-12-13 08:39:23+00","77rine","@BahnAnsagen ""Der Zug nach München hat 50min Verspätung und wird... (längere Pause)... (räusper)... voraussichtlich 50min später ankommen.""","Twitter for iPhone","f","muenchen","train"
"x1224885026","x1073134949853749248","2018-12-13 08:38:04+00","WDR_Verkehr","Raus aus Köln? Unfall + Stau = halbe Stunde plus auf der A3 Dreieck Langenfeld und Kreuz Leverkusen. https://t.co/ABgGVj4ztH","Twitter Web Client","f","koeln","traffic"
"x918921036","x1073120548014735360","2018-12-13 07:40:50+00","rehspeck","Dritter Tag 10min Takt auf der @BVG_Ubahn Linie 9 wegen Unregelmäßigkeiten im Frühverkehr. Sardinen haben mehr Platz. Wieso schaffen die @wienerlinien nen 2-5min Takt zur Rush hour ohne Ausfälle und in der Berlin fällt gefühlt jeder 2.te Zug mit Verspätung","Twitter for Android","f","berlin","train"
