"";"X";"timestamp";"P2"
"152";2;"2018-06-02";30,0369258335604
"153";3;"2018-06-03";35,2743141753457
"154";4;"2018-06-04";16,5906590774211
"155";5;"2018-06-05";11,2335768586934
"156";6;"2018-06-06";4,47640040423382
"157";7;"2018-06-07";2,9831931095275
"158";8;"2018-06-08";6,01958263808216
"159";9;"2018-06-09";5,91475498443678
"160";10;"2018-06-10";6,59802005904646
"161";11;"2018-06-11";8,85591072107529
"162";12;"2018-06-12";3,4487340043655
"163";13;"2018-06-13";2,60286384584034
"164";14;"2018-06-14";4,38128880807085
"165";15;"2018-06-15";13,6411228868058
"166";16;"2018-06-16";4,24890216286396
"167";17;"2018-06-17";16,6370411040672
"168";18;"2018-06-18";6,80413845158508
"169";19;"2018-06-19";15,2557612020503
"170";20;"2018-06-20";12,9722533599016
"171";21;"2018-06-21";16,5757900002063
"172";22;"2018-06-22";8,38141812805029
"173";23;"2018-06-23";9,49424353454856
"174";24;"2018-06-24";6,04702740517687
"175";25;"2018-06-25";6,33731315757649
"176";26;"2018-06-26";11,0980560123485
"177";27;"2018-06-27";11,9910980585618
"178";28;"2018-06-28";5,07957188192324
"179";29;"2018-06-29";5,67401724292413
"180";30;"2018-06-30";4,30324339299673
"181";1;"2018-07-01";2,61079792888924
"182";2;"2018-07-02";3,16126172714754
"183";3;"2018-07-03";4,87591465315275
"184";4;"2018-07-04";6,34904375169197
"185";5;"2018-07-06";8,61368129490176
"186";6;"2018-07-07";7,44509997453527
"187";7;"2018-07-08";3,50821846690628
"188";8;"2018-07-09";5,28996712736595
"189";9;"2018-07-10";3,92580807419245
"190";10;"2018-07-11";7,40566998204172
"191";11;"2018-07-12";8,74482914204961
"192";12;"2018-07-13";10,068946896966
"193";13;"2018-07-14";4,76418145956607
"194";14;"2018-07-15";4,13565380114493
"195";15;"2018-07-16";8,15562727462874
"196";16;"2018-07-17";7,972250243295
"197";17;"2018-07-18";8,3900311305353
"198";18;"2018-07-19";4,95436240335277
"199";19;"2018-07-20";3,43531978209932
"200";20;"2018-07-21";5,10886943248
"201";21;"2018-07-22";8,36952654657502
"202";22;"2018-07-23";7,68908864247116
"203";23;"2018-07-24";5,83481817664466
"204";24;"2018-07-25";4,65096353181509
"205";25;"2018-07-26";7,93669144353408
"206";26;"2018-07-27";7,85976619098845
"207";27;"2018-07-28";9,10389202646543
"208";28;"2018-07-29";9,79944296798185
"209";29;"2018-07-30";6,21376024907178
"210";30;"2018-07-31";8,10333473983007
"211";1;"2018-08-01";6,41628998441978
"212";2;"2018-08-02";5,54254273874916
"213";3;"2018-08-03";6,71479352242165
"214";4;"2018-08-04";5,72230973434426
"215";5;"2018-08-05";5,10114509436488
"216";6;"2018-08-06";7,51870453691482
"217";7;"2018-08-07";5,7686445544363
"218";8;"2018-08-08";8,02501291373624
"219";9;"2018-08-09";8,92200985521971
"220";10;"2018-08-10";7,20495505757601
"221";11;"2018-08-11";4,22309006339014
"222";12;"2018-08-12";3,99450282883966
"223";13;"2018-08-13";4,05798343454373
"224";14;"2018-08-14";14,4701219912963
"225";15;"2018-08-15";6,53821237471549
"226";16;"2018-08-16";12,0457583121727
"227";17;"2018-08-17";12,0480487876475
"228";18;"2018-08-18";7,34785426583669
"229";19;"2018-08-19";9,10936567902211
"230";20;"2018-08-20";10,469417526777
"231";21;"2018-08-21";4,617068
"232";22;"2018-08-22";8,76713880720368
"233";23;"2018-08-23";16,032538627828
"234";24;"2018-08-24";14,8102392547709
"235";25;"2018-08-25";4,90911430474921
"236";26;"2018-08-26";4,71780158005254
"237";27;"2018-08-27";5,28339459509231
"238";28;"2018-08-28";6,41370248192085
"239";29;"2018-08-29";7,5617094199933
"240";30;"2018-08-30";17,3021335087268
"241";31;"2018-08-31";5,14023182891504
"242";1;"2018-09-01";8,38939678359823
"243";2;"2018-09-02";7,65481326055577
"244";3;"2018-09-03";7,8197531818665
"245";4;"2018-09-04";11,8784156268539
"246";5;"2018-09-05";10,8580905159705
"247";6;"2018-09-06";11,2538067184881
"248";7;"2018-09-07";27,2658048789723
"249";8;"2018-09-08";6,30174535308523
"250";9;"2018-09-09";5,47820018653875
"251";10;"2018-09-10";5,00369447587892
"252";11;"2018-09-11";5,8545749596077
"253";12;"2018-09-12";8,69154381608158
"254";13;"2018-09-13";6,48136168468896
"255";14;"2018-09-14";7,0436770247443
"256";15;"2018-09-15";6,22424101266768
"257";16;"2018-09-16";6,05031977010232
"258";17;"2018-09-17";7,08794972462556
"259";18;"2018-09-18";7,60574196726696
"260";19;"2018-09-19";9,64691966427944
"261";20;"2018-09-20";8,79420983636199
"262";21;"2018-09-21";7,56381333092159
"263";22;"2018-09-22";3,89613465491253
"264";23;"2018-09-23";14,0192513128006
"265";24;"2018-09-24";5,24404930358001
"266";25;"2018-09-25";3,14142249864483
"267";26;"2018-09-26";4,43309049122741
"268";27;"2018-09-27";8,52538868856777
"269";28;"2018-09-28";8,48453158557358
"270";29;"2018-09-29";4,55111154518733
"271";30;"2018-09-30";5,76934188495312
"272";1;"2018-10-01";6,67830500151103
"273";2;"2018-10-02";5,03139829352499
"274";3;"2018-10-03";6,18074125638893
"275";4;"2018-10-04";8,79838652332968
"276";5;"2018-10-05";15,8933634338747
"277";6;"2018-10-06";8,07362652419399
"278";7;"2018-10-07";11,3551597984333
"279";8;"2018-10-08";5,59401073391769
"280";9;"2018-10-09";10,4017854055148
"281";10;"2018-10-10";19,809835377663
"282";11;"2018-10-11";23,2744921580525
"283";12;"2018-10-12";16,6025328187452
"284";13;"2018-10-13";7,89645902737543
"285";14;"2018-10-14";13,7198932844064
"286";15;"2018-10-15";15,9644171751615
"287";16;"2018-10-16";16,1634703740785
"288";17;"2018-10-17";27,5948815782391
"289";18;"2018-10-18";31,2379872913455
"290";19;"2018-10-19";6,14530026226515
"291";20;"2018-10-20";8,5791386274314
"292";21;"2018-10-21";17,2916272157274
"293";22;"2018-10-22";15,8411375418214
"294";23;"2018-10-23";4,44978962710373
"295";24;"2018-10-24";4,23637144356182
"296";25;"2018-10-25";4,57457654188037
"297";26;"2018-10-26";7,9770392358852
"298";27;"2018-10-27";8,5678363496823
"299";28;"2018-10-28";4,14846637815358
"300";29;"2018-10-29";3,19702108263117
"301";30;"2018-10-30";15,0517778746515
"302";31;"2018-10-31";6,67757451541435
"303";1;"2018-11-01";6,38478442155964
"304";2;"2018-11-02";13,202278907894
"305";3;"2018-11-03";10,0239596968653
"306";4;"2018-11-04";14,3098709326566
"307";5;"2018-11-05";37,80309531981
"308";6;"2018-11-06";45,254586172172
"309";7;"2018-11-07";34,4570677282205
"310";8;"2018-11-08";9,46634636377579
"311";9;"2018-11-09";16,0932299897247
"312";10;"2018-11-10";35,6600790650317
"313";11;"2018-11-11";12,4129222091781
"314";12;"2018-11-12";4,99691532931395
"315";13;"2018-11-13";20,2586604810694
"316";14;"2018-11-14";15,5189110187329
"317";15;"2018-11-15";16,4253506790337
"318";16;"2018-11-16";19,120461986015
"319";17;"2018-11-17";19,0336510150593
"320";18;"2018-11-18";23,3778493619944
"321";19;"2018-11-19";6,75217196135826
"322";20;"2018-11-20";4,66009943221943
"323";21;"2018-11-21";11,3603384039456
"324";22;"2018-11-22";26,1991042669766
"325";23;"2018-11-23";33,7636961738563
"326";24;"2018-11-24";30,8130779709691
"327";25;"2018-11-25";32,3220380659546
"328";26;"2018-11-26";22,140075635373
"329";27;"2018-11-27";8,52934647440138
"330";28;"2018-11-28";12,3173676400445
"331";29;"2018-11-29";22,3819240977347
"332";30;"2018-11-30";12,1188022523721
"333";1;"2018-12-01";21,0463532537923
"334";2;"2018-12-02";8,18151333136692
"335";3;"2018-12-03";11,5017203535178
"336";4;"2018-12-04";5,05365494734922
"337";5;"2018-12-05";6,86205577758137
"338";6;"2018-12-06";10,9039652016398
"339";7;"2018-12-07";18,5470672924949
"340";8;"2018-12-08";6,01070245812817
"341";9;"2018-12-09";3,61417367699377
"342";10;"2018-12-10";3,20056436889255
"343";11;"2018-12-11";3,56397070974727
"344";12;"2018-12-12";4,39826972860125
"345";13;"2018-12-13";4,99673444534652
"346";14;"2018-12-14";6,69080944754331
"347";15;"2018-12-15";14,7188613826132
"348";16;"2018-12-16";14,7356542403222
"349";17;"2018-12-17";26,3123265942574
"350";18;"2018-12-18";31,5055148799306
"351";19;"2018-12-19";16,3334463905861
"352";20;"2018-12-20";21,4656164077843
"353";21;"2018-12-21";16,8931842879883
"354";22;"2018-12-22";8,47554494656323
"355";23;"2018-12-23";16,890632549842
"356";24;"2018-12-24";9,58694767736059
"357";25;"2018-12-25";3,85988234464273
"358";26;"2018-12-26";11,6072682617214
"359";27;"2018-12-27";25,4780868884424
"360";28;"2018-12-28";31,157293420441
"361";29;"2018-12-29";21,7621504345012
"362";30;"2018-12-30";10,486126391358
"363";31;"2018-12-31";13,2521829814882
