city;id;type;otype;lat;lon;name;amenity;amenity_specification;amenity2
Munich;3372049093;node;1;48,2083471;11,555844;Ittlingerstraﬂe;bus_stop;stop_position;Bus stop
Munich;3234111430;node;1;48,2133238;11,5557802;Hasenbergl;bus_stop;stop_position;Bus stop
Munich;879442817;node;1;48,087005;11,5557739;Seybothstraﬂe (Klinikum Harlaching);taxi;;Taxi
Munich;3234154661;node;1;48,2133331;11,5557085;Hasenbergl;bus_stop;stop_position;Bus stop
Munich;2711021534;node;1;48,2083461;11,5556905;Ittlingerstraﬂe;bus_stop;stop_position;Bus stop
Munich;393432634;node;1;48,0867056;11,5556903;Seybothstraﬂe (Klinikum Harlaching);taxi;;Taxi
Munich;3192902576;node;1;48,1415328;11,5556199;M¸nchen Hauptbahnhof;station;station;Subway Station
Munich;5590685610;node;1;48,1417731;11,5556106;M¸nchen Hauptbahnhof;station;station;Subway Station
Munich;2892399643;node;1;48,0903544;11,5555753;Schulbus;bus_stop;;Bus stop
Munich;465424570;node;1;48,1203899;11,5554481;Lagerhausstraﬂe;bus_stop;stop_position;Bus stop
Munich;1877959879;node;1;48,120457;11,555307;Lagerhausstraﬂe;bus_stop;stop_position;Bus stop
Munich;2470201868;node;1;48,1408434;11,5552964;M¸nchen Hauptbahnhof;station;station;Subway Station
Munich;3207960967;node;1;48,1391474;11,5550544;Holzkirchner Bahnhof;tram_stop;;Tram stop
Munich;393480661;node;1;48,1805984;11,554993;Helene-Mayer-Ring;taxi;;Taxi
Munich;2565956895;node;1;48,1661284;11,5549544;STATTAUTO M¸nchen Station SW;car_sharing;;Car Sharing
Munich;4374749662;node;1;48,0867;11,5549357;Klinikum Harlaching;bicycle_rental;;Bicycle rental
Munich;28205626;node;1;48,2134294;11,5549136;Hasenbergl;station;station;Subway Station
Munich;3196072867;node;1;48,0868695;11,5548937;Klinikum Harlaching;tram_stop;;Tram stop
Munich;2739597185;node;1;48,1678062;11,5547974;Spiridon-Louis-Ring;bus_stop;stop_position;Bus stop
Munich;4550642234;node;1;48,167936;11,5547223;Spiridon-Louis-Ring;bus_stop;stop_position;Bus stop
Munich;21151004;node;1;48,1121446;11,5545891;Sch‰ftlarnstraﬂe;bus_stop;stop_position;Bus stop
Munich;3811913157;node;1;48,1546416;11,554544;Hochschule M¸nchen (Lothstraﬂe);bus_stop;stop_position;Bus stop
Munich;2828788601;node;1;48,1546273;11,5545168;Hochschule M¸nchen (Lothstraﬂe);bus_stop;stop_position;Bus stop
Munich;3207960866;node;1;48,142333;11,5545055;Hopfenstraﬂe;tram_stop;;Tram stop
Munich;3348494894;node;1;48,1614412;11,5541878;Infanteriestraﬂe;bus_stop;stop_position;Bus stop
Munich;1725959693;node;1;48,1231098;11,5541579;Tumblingerstraﬂe;bus_stop;stop_position;Bus stop
Munich;3207960371;node;1;48,1542755;11,5538419;Hochschule M¸nchen (Lothstraﬂe);tram_stop;station;Tram stop
Munich;3144391630;node;1;48,1614439;11,5538319;Infanteriestraﬂe;tram_stop;;Tram stop
Munich;4211813726;node;1;48,1821916;11,5536864;STATTAUTO M¸nchen Station OL;car_sharing;;Car Sharing
Munich;4592525327;node;1;48,1541121;11,5535838;Hochschule;bicycle_rental;;Bicycle rental
Munich;1725959694;node;1;48,1233787;11,5535733;Tumblingerstraﬂe;bus_stop;stop_position;Bus stop
Munich;2739597145;node;1;48,2017053;11,5534947;Pulverturmstraﬂe;bus_stop;stop_position;Bus stop
Munich;2739597156;node;1;48,2021089;11,5534931;Pulverturmstraﬂe;bus_stop;stop_position;Bus stop
Munich;3348494993;node;1;48,1614439;11,5534821;Infanteriestraﬂe;bus_stop;stop_position;Bus stop
Munich;2739597206;node;1;48,2168699;11,5534462;Stanigplatz;bus_stop;stop_position;Bus stop
Munich;3839006140;node;1;48,1554058;11,55333;Hochschule M¸nchen;tram_stop;station;Tram stop
