"latitude","longtitude","Downloadrate"
52.22,13.23,13758
52.22,13.23,13973
52.22,13.23,13973
52.22,13.23,13973
52.22,13.23,13973
52.22,13.23,13973
52.22,13.23,14539
52.22,13.23,14539
52.22,13.23,14539
52.22,13.23,14539
52.22,13.23,14539
52.22,13.23,14843
52.22,13.23,14843
52.22,13.23,14843
52.22,13.23,14843
52.22,13.23,14843
52.22,13.23,14872
52.22,13.23,14872
52.22,13.23,14872
52.22,13.23,14872
52.22,13.23,14872
52.22,13.23,15433
52.22,13.23,15433
52.22,13.23,15433
52.22,13.23,15433
52.22,13.23,15433
52.22,13.23,25262
52.22,13.23,25262
52.22,13.23,25262
52.22,13.23,25262
52.22,13.23,25262
52.22,13.23,27447
52.22,13.23,27447
52.22,13.23,27447
52.22,13.23,27447
52.22,13.23,27447
51.31,13.23,3627
51.31,13.23,3627
51.31,13.23,3627
51.31,13.23,3627
51.31,13.23,3627
51.31,13.23,4262
51.31,13.23,4262
51.31,13.23,4262
51.31,13.23,4262
51.31,13.23,4262
51.31,13.23,4612
51.31,13.23,4612
51.31,13.23,4612
51.31,13.23,4612
51.31,13.23,4612
51.31,13.23,4779
51.31,13.23,4779
51.31,13.23,4779
51.31,13.23,4779
51.31,13.23,4779
51.31,13.23,7987
51.31,13.23,7987
51.31,13.23,7987
51.31,13.23,7987
51.31,13.23,7987
51.31,13.23,8630
51.31,13.23,8630
51.31,13.23,8630
51.31,13.23,8630
51.31,13.23,8630
51.31,13.23,9046
51.31,13.23,9046
51.31,13.23,9046
51.31,13.23,9046
51.31,13.23,9046
51.31,13.23,11045
51.31,13.23,11045
51.31,13.23,11045
51.31,13.23,11045
51.31,13.23,11045
52.53,13.23,2
52.53,13.23,2
52.53,13.23,2
52.53,13.23,2
52.53,13.23,2
52.53,13.23,2
52.53,13.23,2
52.53,13.23,2
52.53,13.23,2
52.53,13.23,2
52.53,13.23,2
52.53,13.23,2
52.53,13.23,6
52.53,13.23,6
52.53,13.23,6
52.53,13.23,6
52.53,13.23,6
52.53,13.23,6
52.53,13.23,11
52.53,13.23,11
52.53,13.23,11
52.53,13.23,11
52.53,13.23,11
52.53,13.23,11
48.61,13.23,3221
48.61,13.23,3221
48.61,13.23,3221
48.61,13.23,3221
48.61,13.23,3221
48.61,13.23,3221
48.61,13.23,3895
48.61,13.23,3895
48.61,13.23,3895
48.61,13.23,3895
48.61,13.23,3895
48.62,13.23,4067
48.62,13.23,4067
48.62,13.23,4067
48.62,13.23,4067
48.62,13.23,4067
48.62,13.23,4067
48.61,13.23,4766
48.61,13.23,4766
48.61,13.23,4766
48.61,13.23,4766
48.61,13.23,4766
48.61,13.23,4766
48.62,13.23,5392
48.62,13.23,5392
48.62,13.23,5392
48.62,13.23,5392
48.62,13.23,5392
48.62,13.23,5392
52.22,13.23,9329
52.22,13.23,9329
52.22,13.23,9329
52.22,13.23,9329
52.22,13.23,9329
52.22,13.23,9329
52.21,13.23,11179
52.21,13.23,11179
52.21,13.23,11179
52.21,13.23,11179
52.21,13.23,11179
52.21,13.23,11179
52.21,13.23,11485
52.21,13.23,11485
52.21,13.23,11485
52.21,13.23,11485
52.21,13.23,11485
52.21,13.23,11485
52.53,13.23,12062
52.53,13.23,12062
52.53,13.23,12062
52.53,13.23,12062
52.53,13.23,12062
52.53,13.23,12062
52.53,13.23,12321
52.53,13.23,12321
52.53,13.23,12321
52.53,13.23,12321
52.53,13.23,12321
52.53,13.23,12321
52.22,13.23,12430
52.22,13.23,12430
52.22,13.23,12430
52.22,13.23,12430
52.22,13.23,12430
52.22,13.23,12430
52.22,13.23,12788
52.22,13.23,12788
52.22,13.23,12788
52.22,13.23,12788
52.22,13.23,12788
52.22,13.23,12788
52.22,13.23,13436
52.22,13.23,13436
52.22,13.23,13436
52.22,13.23,13436
52.22,13.23,13436
52.22,13.23,13436
52.53,13.23,13626
52.53,13.23,13626
52.53,13.23,13626
52.53,13.23,13626
52.53,13.23,13626
52.53,13.23,13626
52.53,13.23,13662
52.53,13.23,13662
52.53,13.23,13662
52.53,13.23,13662
52.53,13.23,13662
52.53,13.23,13662
52.22,13.23,5473
52.22,13.23,5473
52.22,13.23,5473
52.22,13.23,5473
52.22,13.23,5473
52.21,13.23,6664
52.21,13.23,6664
52.21,13.23,6664
52.21,13.23,6664
52.21,13.23,6664
52.22,13.23,6969
52.22,13.23,6969
52.22,13.23,6969
52.22,13.23,6969
52.22,13.23,7181
52.22,13.23,7181
52.22,13.23,7181
52.22,13.23,7181
52.22,13.23,7196
52.22,13.23,7196
52.22,13.23,7196
52.22,13.23,7196
52.22,13.23,7196
52.53,13.23,7537
52.53,13.23,7537
52.53,13.23,7537
52.53,13.23,7537
52.53,13.23,7537
52.21,13.23,7611
52.21,13.23,7611
52.21,13.23,7611
52.21,13.23,7611
52.21,13.23,7611
52.22,13.23,7992
52.22,13.23,7992
52.22,13.23,7992
52.22,13.23,7992
52.22,13.23,7992
52.53,13.23,8293
52.53,13.23,8293
52.53,13.23,8293
52.53,13.23,8293
52.53,13.23,8293
52.53,13.23,8815
52.53,13.23,8815
52.53,13.23,8815
52.53,13.23,8815
52.53,13.23,8815
52.53,13.23,9081
52.53,13.23,9081
52.53,13.23,9081
52.53,13.23,9081
52.53,13.23,9081
52.53,13.23,5621
52.53,13.23,5621
52.53,13.23,5621
52.53,13.23,5621
52.53,13.23,5621
52.22,13.23,6764
52.22,13.23,6764
52.22,13.23,6764
52.22,13.23,6764
52.22,13.23,6764
52.53,13.23,7729
52.53,13.23,7729
52.53,13.23,7729
52.53,13.23,7729
52.53,13.23,7729
52.53,13.23,7808
52.53,13.23,7808
52.53,13.23,7808
52.53,13.23,7808
52.53,13.23,7808
52.53,13.23,7977
52.53,13.23,7977
52.53,13.23,7977
52.53,13.23,7977
52.53,13.23,7977
52.53,13.23,8222
52.53,13.23,8222
52.53,13.23,8222
52.53,13.23,8222
52.53,13.23,8222
52.53,13.23,8693
52.53,13.23,8693
52.53,13.23,8693
52.53,13.23,8693
52.53,13.23,8693
52.22,13.23,9056
52.22,13.23,9056
52.22,13.23,9056
52.22,13.23,9056
52.22,13.23,9056
52.53,13.23,9338
52.53,13.23,9338
52.53,13.23,9338
52.53,13.23,9338
52.53,13.23,9338
52.53,13.23,10496
52.53,13.23,10496
52.53,13.23,10496
52.53,13.23,10496
52.53,13.23,10496
52.53,13.23,13791
52.53,13.23,13791
52.53,13.23,13791
52.53,13.23,13791
52.53,13.23,13791
52.22,13.23,14698
52.22,13.23,14698
52.22,13.23,14698
52.22,13.23,14698
52.22,13.23,14698
52.21,13.23,15100
52.21,13.23,15100
52.21,13.23,15100
52.21,13.23,15100
52.21,13.23,15100
52.21,13.23,15100
52.21,13.23,15100
52.21,13.23,15100
52.21,13.23,15100
52.21,13.23,15100
52.22,13.23,15968
52.22,13.23,15968
52.22,13.23,15968
52.22,13.23,15968
52.22,13.23,15968
52.21,13.23,16139
52.21,13.23,16139
52.21,13.23,16139
52.21,13.23,16139
52.21,13.23,16139
52.21,13.23,16139
52.21,13.23,16139
52.21,13.23,16139
52.21,13.23,16139
52.21,13.23,16139
52.22,13.23,16642
52.22,13.23,16642
52.22,13.23,16642
52.22,13.23,16642
52.22,13.23,16642
52.21,13.23,18051
52.21,13.23,18051
52.21,13.23,18051
52.21,13.23,18051
52.21,13.23,18051
52.22,13.23,20191
52.22,13.23,20191
52.22,13.23,20191
52.22,13.23,20191
52.22,13.23,20191
52.22,13.23,20535
52.22,13.23,20535
52.22,13.23,20535
52.22,13.23,20535
52.22,13.23,20535
52.22,13.23,20535
52.22,13.23,20535
52.22,13.23,20535
52.22,13.23,20535
52.22,13.23,20535
52.21,13.23,20581
52.21,13.23,20581
52.21,13.23,20581
52.21,13.23,20581
52.21,13.23,20581
52.22,13.23,21989
52.22,13.23,21989
52.22,13.23,21989
52.22,13.23,21989
52.22,13.23,21989
52.22,13.23,22104
52.22,13.23,22104
52.22,13.23,22104
52.22,13.23,22104
52.22,13.23,22104
52.22,13.23,22104
52.22,13.23,22104
52.22,13.23,22104
52.22,13.23,22104
52.22,13.23,22104
52.22,13.23,22472
52.22,13.23,22472
52.22,13.23,22472
52.22,13.23,22472
52.22,13.23,22472
48.61,13.23,4762
48.61,13.23,4762
48.61,13.23,4762
48.61,13.23,4762
48.61,13.23,4762
48.61,13.23,4762
48.61,13.23,5744
48.61,13.23,5744
48.61,13.23,5744
48.61,13.23,5744
48.61,13.23,5744
48.61,13.23,5744
48.61,13.23,6350
48.61,13.23,6350
48.61,13.23,6350
48.61,13.23,6350
48.61,13.23,6350
48.61,13.23,6350
48.62,13.23,6466
48.62,13.23,6466
48.62,13.23,6466
48.62,13.23,6466
48.62,13.23,6466
48.62,13.23,6466
48.61,13.23,6528
48.61,13.23,6528
48.61,13.23,6528
48.61,13.23,6528
48.61,13.23,6528
48.61,13.23,6528
48.61,13.23,6821
48.61,13.23,6821
48.61,13.23,6821
48.61,13.23,6821
48.61,13.23,6821
48.61,13.23,6821
48.62,13.23,7045
48.62,13.23,7045
48.62,13.23,7045
48.62,13.23,7045
48.62,13.23,7045
48.62,13.23,7045
48.62,13.23,7549
48.62,13.23,7549
48.62,13.23,7549
48.62,13.23,7549
48.62,13.23,7549
48.62,13.23,7549
48.61,13.23,8085
48.61,13.23,8085
48.61,13.23,8085
48.61,13.23,8085
48.61,13.23,8085
48.61,13.23,8085
48.61,13.23,8633
48.61,13.23,8633
48.61,13.23,8633
48.61,13.23,8633
48.61,13.23,8633
48.61,13.23,8633
48.62,13.23,12924
48.62,13.23,12924
48.62,13.23,12924
48.62,13.23,12924
48.62,13.23,12924
48.62,13.23,12924
52.22,13.23,2
52.22,13.23,2
52.22,13.23,2
52.22,13.23,2
52.22,13.23,2
52.22,13.23,2
52.22,13.23,2
52.22,13.23,2
52.22,13.23,2
52.21,13.23,3
52.21,13.23,3
52.21,13.23,3
52.21,13.23,3
52.21,13.23,3
52.22,13.23,3
52.22,13.23,3
52.22,13.23,3
52.22,13.23,3
52.22,13.23,3
52.21,13.23,6
52.21,13.23,6
52.21,13.23,6
52.21,13.23,6
52.21,13.23,6
52.22,13.23,24
52.22,13.23,24
52.22,13.23,24
52.22,13.23,24
52.22,13.23,24
52.22,13.23,9786
52.22,13.23,9786
52.22,13.23,9786
52.22,13.23,9786
52.22,13.23,9786
52.53,13.23,10779
52.53,13.23,10779
52.53,13.23,10779
52.53,13.23,10779
52.53,13.23,10779
52.22,13.23,11265
52.22,13.23,11265
52.22,13.23,11265
52.22,13.23,11265
52.22,13.23,11265
52.21,13.23,11289
52.21,13.23,11289
52.21,13.23,11289
52.21,13.23,11289
52.53,13.23,11862
52.53,13.23,11862
52.53,13.23,11862
52.53,13.23,11862
52.53,13.23,11862
52.22,13.23,12025
52.22,13.23,12025
52.22,13.23,12025
52.22,13.23,12025
52.22,13.23,12025
52.21,13.23,13005
52.21,13.23,13005
52.21,13.23,13005
52.21,13.23,13005
52.21,13.23,13005
52.53,13.23,13404
52.53,13.23,13404
52.53,13.23,13404
52.53,13.23,13404
52.53,13.23,13404
52.22,13.23,13593
52.22,13.23,13593
52.22,13.23,13593
52.22,13.23,13593
52.21,13.23,13754
52.21,13.23,13754
52.21,13.23,13754
52.21,13.23,13754
52.53,13.23,14966
52.53,13.23,14966
52.53,13.23,14966
52.53,13.23,14966
52.53,13.23,14966
52.53,13.23,15002
52.53,13.23,15002
52.53,13.23,15002
52.53,13.23,15002
52.53,13.23,15002
52.22,13.23,1878
52.22,13.23,1878
52.22,13.23,1878
52.22,13.23,1878
52.22,13.23,2530
52.22,13.23,2530
52.22,13.23,2530
52.22,13.23,2530
52.22,13.23,2541
52.22,13.23,2541
52.22,13.23,2541
52.22,13.23,2541
52.22,13.23,2575
52.22,13.23,2575
52.22,13.23,2575
52.22,13.23,2575
52.22,13.23,2656
52.22,13.23,2656
52.22,13.23,2656
52.22,13.23,2656
52.22,13.23,3004
52.22,13.23,3004
52.22,13.23,3004
52.22,13.23,3004
52.21,13.23,3211
52.21,13.23,3211
52.21,13.23,3211
52.21,13.23,3211
52.21,13.23,3773
52.21,13.23,3773
52.21,13.23,3773
52.21,13.23,3773
52.21,13.23,4394
52.21,13.23,4394
52.21,13.23,4394
52.21,13.23,4394
48.61,13.23,5904
48.61,13.23,5904
48.61,13.23,5904
48.61,13.23,5904
48.61,13.23,7376
48.61,13.23,7376
48.61,13.23,7376
48.61,13.23,7376
48.61,13.23,9535
48.61,13.23,9535
48.61,13.23,9535
48.61,13.23,9535
48.62,13.23,11657
48.62,13.23,11657
48.62,13.23,11657
48.62,13.23,11657
48.62,13.23,11897
48.62,13.23,11897
48.62,13.23,11897
48.62,13.23,11897
48.61,13.23,15627
48.61,13.23,15627
48.61,13.23,15627
48.61,13.23,15627
48.61,13.23,20681
48.61,13.23,20681
48.61,13.23,20681
48.61,13.23,20681
54.35,13.23,454
54.35,13.23,454
54.35,13.23,454
54.35,13.23,454
54.35,13.23,454
54.35,13.23,454
54.35,13.23,670
54.35,13.23,670
54.35,13.23,670
54.35,13.23,670
54.35,13.23,670
54.35,13.23,670
54.35,13.23,1082
54.35,13.23,1082
54.35,13.23,1082
54.35,13.23,1082
54.35,13.23,1082
54.35,13.23,1082
54.35,13.23,1090
54.35,13.23,1090
54.35,13.23,1090
54.35,13.23,1090
54.35,13.23,1090
54.35,13.23,1090
54.35,13.23,1400
54.35,13.23,1400
54.35,13.23,1400
54.35,13.23,1400
54.35,13.23,1400
54.35,13.23,1400
54.35,13.23,1595
54.35,13.23,1595
54.35,13.23,1595
54.35,13.23,1595
54.35,13.23,1595
54.35,13.23,1595
54.18,13.23,2043
54.18,13.23,2043
54.18,13.23,2043
54.18,13.23,2043
54.18,13.23,2043
54.18,13.23,2043
52.53,13.23,2268
52.53,13.23,2268
52.53,13.23,2268
52.53,13.23,2268
52.53,13.23,2268
52.53,13.23,2268
54.19,13.23,2387
54.19,13.23,2387
54.19,13.23,2387
54.19,13.23,2387
54.19,13.23,2387
54.19,13.23,2387
54.18,13.23,2476
54.18,13.23,2476
54.18,13.23,2476
54.18,13.23,2476
54.18,13.23,2476
54.18,13.23,2476
54.18,13.23,2635
54.18,13.23,2635
54.18,13.23,2635
54.18,13.23,2635
54.18,13.23,2635
54.18,13.23,2635
52.53,13.23,2751
52.53,13.23,2751
52.53,13.23,2751
52.53,13.23,2751
52.53,13.23,2751
52.53,13.23,2751
52.53,13.23,2844
52.53,13.23,2844
52.53,13.23,2844
52.53,13.23,2844
52.53,13.23,2844
52.53,13.23,2844
52.53,13.23,3365
52.53,13.23,3365
52.53,13.23,3365
52.53,13.23,3365
52.53,13.23,3365
52.53,13.23,3365
52.53,13.23,3727
52.53,13.23,3727
52.53,13.23,3727
52.53,13.23,3727
52.53,13.23,3727
52.53,13.23,3727
54.19,13.23,5456
54.19,13.23,5456
54.19,13.23,5456
54.19,13.23,5456
54.19,13.23,5456
54.19,13.23,5456
52.21,13.23,6115
52.21,13.23,6115
52.21,13.23,6115
52.21,13.23,6115
52.21,13.23,6115
52.21,13.23,6127
52.21,13.23,6127
52.21,13.23,6127
52.21,13.23,6127
52.21,13.23,6127
52.22,13.23,6751
52.22,13.23,6751
52.22,13.23,6751
52.22,13.23,6751
52.22,13.23,6751
52.22,13.23,6751
52.22,13.23,6791
52.22,13.23,6791
52.22,13.23,6791
52.22,13.23,6791
52.22,13.23,6791
52.22,13.23,6791
52.22,13.23,7218
52.22,13.23,7218
52.22,13.23,7218
52.22,13.23,7218
52.22,13.23,7218
52.22,13.23,7218
52.22,13.23,8975
52.22,13.23,8975
52.22,13.23,8975
52.22,13.23,8975
52.22,13.23,8975
52.22,13.23,8975
52.22,13.23,9258
52.22,13.23,9258
52.22,13.23,9258
52.22,13.23,9258
52.22,13.23,9258
52.22,13.23,9258
52.22,13.23,9293
52.22,13.23,9293
52.22,13.23,9293
52.22,13.23,9293
52.22,13.23,9293
52.22,13.23,9293
52.21,13.23,9823
52.21,13.23,9823
52.21,13.23,9823
52.21,13.23,9823
52.21,13.23,9823
52.21,13.23,9823
52.22,13.23,10219
52.22,13.23,10219
52.22,13.23,10219
52.22,13.23,10219
52.22,13.23,10219
52.22,13.23,10219
52.21,13.23,10248
52.21,13.23,10248
52.21,13.23,10248
52.21,13.23,10248
52.21,13.23,10248
52.21,13.23,10248
52.53,13.23,10270
52.53,13.23,10270
52.53,13.23,10270
52.53,13.23,10270
52.53,13.23,10270
52.53,13.23,10270
52.22,13.23,10777
52.22,13.23,10777
52.22,13.23,10777
52.22,13.23,10777
52.22,13.23,10777
52.22,13.23,10777
54.18,13.23,10989
54.18,13.23,10989
54.18,13.23,10989
54.18,13.23,10989
54.18,13.23,10989
54.18,13.23,10989
52.21,13.23,11162
52.21,13.23,11162
52.21,13.23,11162
52.21,13.23,11162
52.21,13.23,11162
52.21,13.23,11162
52.53,13.23,11454
52.53,13.23,11454
52.53,13.23,11454
52.53,13.23,11454
52.53,13.23,11454
52.53,13.23,11454
52.21,13.23,11484
52.21,13.23,11484
52.21,13.23,11484
52.21,13.23,11484
52.21,13.23,11484
52.53,13.23,12959
52.53,13.23,12959
52.53,13.23,12959
52.53,13.23,12959
52.53,13.23,12959
52.53,13.23,12959
52.53,13.23,17710
52.53,13.23,17710
52.53,13.23,17710
52.53,13.23,17710
52.53,13.23,17710
52.53,13.23,17710
48.62,13.23,6683
48.62,13.23,6683
48.62,13.23,6683
48.62,13.23,6683
48.61,13.23,8080
48.61,13.23,8080
48.61,13.23,8080
48.61,13.23,8080
48.61,13.23,8140
48.61,13.23,8140
48.61,13.23,8140
48.61,13.23,8140
48.61,13.23,9298
48.61,13.23,9298
48.61,13.23,9298
48.61,13.23,9298
48.62,13.23,9657
48.62,13.23,9657
48.62,13.23,9657
48.62,13.23,9657
48.62,13.23,12894
48.62,13.23,12894
48.62,13.23,12894
48.62,13.23,12894
48.61,13.23,14261
48.61,13.23,14261
48.61,13.23,14261
48.61,13.23,14261
48.61,13.23,14757
48.61,13.23,14757
48.61,13.23,14757
48.61,13.23,14757
48.61,13.23,15107
48.61,13.23,15107
48.61,13.23,15107
48.61,13.23,15107
48.62,13.23,15164
48.62,13.23,15164
48.62,13.23,15164
48.62,13.23,15164
48.61,13.23,20807
48.61,13.23,20807
48.61,13.23,20807
48.61,13.23,20807
52.53,13.23,479
52.53,13.23,479
52.53,13.23,479
52.53,13.23,479
52.53,13.23,479
52.53,13.23,479
52.53,13.23,639
52.53,13.23,639
52.53,13.23,639
52.53,13.23,639
52.53,13.23,639
52.53,13.23,639
52.53,13.23,950
52.53,13.23,950
52.53,13.23,950
52.53,13.23,950
52.53,13.23,950
52.53,13.23,950
52.53,13.23,953
52.53,13.23,953
52.53,13.23,953
52.53,13.23,953
52.53,13.23,953
52.53,13.23,953
52.53,13.23,1024
52.53,13.23,1024
52.53,13.23,1024
52.53,13.23,1024
52.53,13.23,1024
52.53,13.23,1024
52.53,13.23,1312
52.53,13.23,1312
52.53,13.23,1312
52.53,13.23,1312
52.53,13.23,1312
52.53,13.23,1312
52.53,13.23,1336
52.53,13.23,1336
52.53,13.23,1336
52.53,13.23,1336
52.53,13.23,1336
52.53,13.23,1336
52.53,13.23,1479
52.53,13.23,1479
52.53,13.23,1479
52.53,13.23,1479
52.53,13.23,1479
52.53,13.23,1479
51.31,13.23,2
51.31,13.23,2
51.31,13.23,2
51.31,13.23,2
51.31,13.23,2
51.31,13.23,7
51.31,13.23,7
51.31,13.23,7
51.31,13.23,7
51.31,13.23,7
51.31,13.23,19
51.31,13.23,19
51.31,13.23,19
51.31,13.23,19
51.31,13.23,19
51.31,13.23,37
51.31,13.23,37
51.31,13.23,37
51.31,13.23,37
51.31,13.23,37
51.31,13.23,93
51.31,13.23,93
51.31,13.23,93
51.31,13.23,93
51.31,13.23,93
51.31,13.23,1163
51.31,13.23,1163
51.31,13.23,1163
51.31,13.23,1163
51.31,13.23,1163
51.31,13.23,1611
51.31,13.23,1611
51.31,13.23,1611
51.31,13.23,1611
51.31,13.23,1611
51.31,13.23,1857
51.31,13.23,1857
51.31,13.23,1857
51.31,13.23,1857
51.31,13.23,1857
48.61,13.23,2175
48.61,13.23,2175
48.61,13.23,2175
48.61,13.23,2175
48.61,13.23,2175
48.61,13.23,3079
48.61,13.23,3079
48.61,13.23,3079
48.61,13.23,3079
48.61,13.23,3079
48.61,13.23,4238
48.61,13.23,4238
48.61,13.23,4238
48.61,13.23,4238
48.61,13.23,4238
48.62,13.23,4324
48.62,13.23,4324
48.62,13.23,4324
48.62,13.23,4324
48.62,13.23,4324
48.61,13.23,4487
48.61,13.23,4487
48.61,13.23,4487
48.61,13.23,4487
48.61,13.23,4487
48.62,13.23,5342
48.62,13.23,5342
48.62,13.23,5342
48.62,13.23,5342
48.62,13.23,5342
48.61,13.23,5345
48.61,13.23,5345
48.61,13.23,5345
48.61,13.23,5345
48.61,13.23,5345
51.31,13.23,5865
51.31,13.23,5865
51.31,13.23,5865
51.31,13.23,5865
51.31,13.23,5865
51.31,13.23,6654
51.31,13.23,6654
51.31,13.23,6654
51.31,13.23,6654
51.31,13.23,6654
51.31,13.23,6784
51.31,13.23,6784
51.31,13.23,6784
51.31,13.23,6784
51.31,13.23,6784
51.31,13.23,7376
51.31,13.23,7376
51.31,13.23,7376
51.31,13.23,7376
51.31,13.23,7376
51.31,13.23,7394
51.31,13.23,7394
51.31,13.23,7394
51.31,13.23,7394
51.31,13.23,7394
51.31,13.23,8093
51.31,13.23,8093
51.31,13.23,8093
51.31,13.23,8093
51.31,13.23,8093
51.31,13.23,8950
51.31,13.23,8950
51.31,13.23,8950
51.31,13.23,8950
51.31,13.23,8950
52.21,13.23,3319
52.21,13.23,3319
52.21,13.23,3319
52.21,13.23,3319
52.21,13.23,3319
52.21,13.23,3319
52.22,13.23,3831
52.22,13.23,3831
52.22,13.23,3831
52.22,13.23,3831
52.22,13.23,3831
52.22,13.23,3831
52.22,13.23,4267
52.22,13.23,4267
52.22,13.23,4267
52.22,13.23,4267
52.22,13.23,4267
52.22,13.23,4267
52.22,13.23,4444
52.22,13.23,4444
52.22,13.23,4444
52.22,13.23,4444
52.22,13.23,4444
52.22,13.23,4444
52.22,13.23,5136
52.22,13.23,5136
52.22,13.23,5136
52.22,13.23,5136
52.22,13.23,5136
52.22,13.23,5136
52.21,13.23,5863
52.21,13.23,5863
52.21,13.23,5863
52.21,13.23,5863
52.21,13.23,5863
52.21,13.23,5863
52.22,13.23,6152
52.22,13.23,6152
52.22,13.23,6152
52.22,13.23,6152
52.22,13.23,6152
52.22,13.23,6152
48.62,13.23,7494
48.62,13.23,7494
48.62,13.23,7494
48.62,13.23,7494
48.62,13.23,7494
48.62,13.23,7494
48.61,13.23,8337
48.61,13.23,8337
48.61,13.23,8337
48.61,13.23,8337
48.61,13.23,8337
48.61,13.23,8337
48.62,13.23,9189
48.62,13.23,9189
48.62,13.23,9189
48.62,13.23,9189
48.62,13.23,9189
48.62,13.23,9189
48.61,13.23,10645
48.61,13.23,10645
48.61,13.23,10645
48.61,13.23,10645
48.61,13.23,10645
48.61,13.23,10645
48.61,13.23,10816
48.61,13.23,10816
48.61,13.23,10816
48.61,13.23,10816
48.61,13.23,10816
48.61,13.23,10816
52.53,13.23,1105
52.53,13.23,1105
52.53,13.23,1105
52.53,13.23,1105
52.53,13.23,1105
52.53,13.23,2714
52.53,13.23,2714
52.53,13.23,2714
52.53,13.23,2714
52.53,13.23,2714
52.53,13.23,2816
52.53,13.23,2816
52.53,13.23,2816
52.53,13.23,2816
52.53,13.23,2816
52.53,13.23,3467
52.53,13.23,3467
52.53,13.23,3467
52.53,13.23,3467
52.53,13.23,3467
52.53,13.23,4089
52.53,13.23,4089
52.53,13.23,4089
52.53,13.23,4089
52.53,13.23,4089
52.53,13.23,4995
52.53,13.23,4995
52.53,13.23,4995
52.53,13.23,4995
52.53,13.23,4995
52.53,13.23,5235
52.53,13.23,5235
52.53,13.23,5235
52.53,13.23,5235
52.53,13.23,5235
52.53,13.23,5351
52.53,13.23,5351
52.53,13.23,5351
52.53,13.23,5351
52.53,13.23,5351
52.53,13.23,9341
52.53,13.23,9341
52.53,13.23,9341
52.53,13.23,9341
52.53,13.23,9341
52.53,13.23,5046
52.53,13.23,5046
52.53,13.23,5046
52.53,13.23,5046
52.53,13.23,5046
52.53,13.23,6134
52.53,13.23,6134
52.53,13.23,6134
52.53,13.23,6134
52.53,13.23,6134
52.53,13.23,6292
52.53,13.23,6292
52.53,13.23,6292
52.53,13.23,6292
52.53,13.23,6292
52.53,13.23,6432
52.53,13.23,6432
52.53,13.23,6432
52.53,13.23,6432
52.53,13.23,6432
52.53,13.23,8577
52.53,13.23,8577
52.53,13.23,8577
52.53,13.23,8577
52.53,13.23,8577
52.22,13.23,10142
52.22,13.23,10142
52.22,13.23,10142
52.22,13.23,10142
52.21,13.23,11000
52.21,13.23,11000
52.21,13.23,11000
52.21,13.23,11000
52.22,13.23,11253
52.22,13.23,11253
52.22,13.23,11253
52.22,13.23,11253
52.22,13.23,11329
52.22,13.23,11329
52.22,13.23,11329
52.22,13.23,11329
52.21,13.23,11389
52.21,13.23,11389
52.21,13.23,11389
52.21,13.23,11389
52.22,13.23,11529
52.22,13.23,11529
52.22,13.23,11529
52.22,13.23,11529
52.21,13.23,11979
52.21,13.23,11979
52.21,13.23,11979
52.21,13.23,11979
51.31,13.23,1246
51.31,13.23,1246
51.31,13.23,1246
51.31,13.23,1246
51.31,13.23,2662
51.31,13.23,2662
51.31,13.23,2662
51.31,13.23,2662
48.62,13.23,3141
48.62,13.23,3141
48.62,13.23,3141
48.62,13.23,3141
48.62,13.23,3141
48.61,13.23,3414
48.61,13.23,3414
48.61,13.23,3414
48.61,13.23,3414
48.61,13.23,3414
51.31,13.23,3817
51.31,13.23,3817
51.31,13.23,3817
51.31,13.23,3817
48.62,13.23,3848
48.62,13.23,3848
48.62,13.23,3848
48.62,13.23,3848
48.62,13.23,3848
48.61,13.23,4168
48.61,13.23,4168
48.61,13.23,4168
48.61,13.23,4168
48.61,13.23,4168
48.61,13.23,4943
48.61,13.23,4943
48.61,13.23,4943
48.61,13.23,4943
48.61,13.23,4943
51.31,13.23,5687
51.31,13.23,5687
51.31,13.23,5687
51.31,13.23,5687
51.31,13.23,15715
51.31,13.23,15715
51.31,13.23,15715
51.31,13.23,15715
51.31,13.23,16005
51.31,13.23,16005
51.31,13.23,16005
51.31,13.23,16005
51.31,13.23,16667
51.31,13.23,16667
51.31,13.23,16667
51.31,13.23,16667
52.53,13.23,2039
52.53,13.23,2039
52.53,13.23,2039
52.53,13.23,2039
52.53,13.23,2039
52.53,13.23,2039
52.53,13.23,2810
52.53,13.23,2810
52.53,13.23,2810
52.53,13.23,2810
52.53,13.23,2810
52.53,13.23,2810
52.53,13.23,3355
52.53,13.23,3355
52.53,13.23,3355
52.53,13.23,3355
52.53,13.23,3355
52.53,13.23,3355
52.53,13.23,3843
52.53,13.23,3843
52.53,13.23,3843
52.53,13.23,3843
52.53,13.23,3843
52.53,13.23,3843
52.53,13.23,4716
52.53,13.23,4716
52.53,13.23,4716
52.53,13.23,4716
52.53,13.23,4716
52.53,13.23,4716
52.53,13.23,9853
52.53,13.23,9853
52.53,13.23,9853
52.53,13.23,9853
52.53,13.23,9853
52.53,13.23,9853
52.53,13.23,9890
52.53,13.23,9890
52.53,13.23,9890
52.53,13.23,9890
52.53,13.23,9890
52.53,13.23,9890
52.53,13.23,10012
52.53,13.23,10012
52.53,13.23,10012
52.53,13.23,10012
52.53,13.23,10012
52.53,13.23,10012
52.53,13.23,12305
52.53,13.23,12305
52.53,13.23,12305
52.53,13.23,12305
52.53,13.23,12305
52.53,13.23,12305
52.53,13.23,13505
52.53,13.23,13505
