"latitude","longtitude","Downloadrate"
52.22,13.23,13327
52.22,13.23,13327
52.22,13.23,13327
52.22,13.23,13327
52.22,13.23,13327
52.22,13.23,14719
52.22,13.23,14719
52.22,13.23,14719
52.22,13.23,14719
52.22,13.23,14719
52.22,13.23,15248
52.22,13.23,15248
52.22,13.23,15248
52.22,13.23,15248
52.22,13.23,15248
48.62,13.23,6174
48.62,13.23,6174
48.62,13.23,6174
48.62,13.23,6174
48.62,13.23,6174
48.62,13.23,6174
48.61,13.23,7527
48.61,13.23,7527
48.61,13.23,7527
48.61,13.23,7527
48.61,13.23,7527
48.61,13.23,7527
48.61,13.23,8308
48.61,13.23,8308
48.61,13.23,8308
48.61,13.23,8308
48.61,13.23,8308
48.61,13.23,8308
48.61,13.23,8581
48.61,13.23,8581
48.61,13.23,8581
48.61,13.23,8581
48.61,13.23,8581
48.61,13.23,8581
48.61,13.23,10210
48.61,13.23,10210
48.61,13.23,10210
48.61,13.23,10210
48.61,13.23,10210
48.61,13.23,10836
48.61,13.23,10836
48.61,13.23,10836
48.61,13.23,10836
48.61,13.23,10836
48.61,13.23,10836
48.62,13.23,11867
48.62,13.23,11867
48.62,13.23,11867
48.62,13.23,11867
48.62,13.23,11867
48.62,13.23,11867
52.53,13.23,1181
52.53,13.23,1181
52.53,13.23,1181
52.53,13.23,1181
52.53,13.23,1181
52.53,13.23,1181
52.53,13.23,1279
52.53,13.23,1279
52.53,13.23,1279
52.53,13.23,1279
52.53,13.23,1279
52.53,13.23,1279
52.53,13.23,3654
52.53,13.23,3654
52.53,13.23,3654
52.53,13.23,3654
52.53,13.23,3654
52.53,13.23,3654
52.53,13.23,4107
52.53,13.23,4107
52.53,13.23,4107
52.53,13.23,4107
52.53,13.23,4107
52.53,13.23,4107
52.53,13.23,4237
52.53,13.23,4237
52.53,13.23,4237
52.53,13.23,4237
52.53,13.23,4237
52.53,13.23,4237
52.53,13.23,5285
52.53,13.23,5285
52.53,13.23,5285
52.53,13.23,5285
52.53,13.23,5285
52.53,13.23,5285
52.53,13.23,5455
52.53,13.23,5455
52.53,13.23,5455
52.53,13.23,5455
52.53,13.23,5455
52.53,13.23,5455
52.53,13.23,7815
52.53,13.23,7815
52.53,13.23,7815
52.53,13.23,7815
52.53,13.23,7815
52.53,13.23,7815
52.53,13.23,8091
52.53,13.23,8091
52.53,13.23,8091
52.53,13.23,8091
52.53,13.23,8091
52.53,13.23,8091
52.21,13.23,12383
52.21,13.23,12383
52.21,13.23,12383
52.21,13.23,12383
52.21,13.23,12383
52.21,13.23,12383
52.22,13.23,13703
52.22,13.23,13703
52.22,13.23,13703
52.22,13.23,13703
52.22,13.23,13703
52.22,13.23,13703
52.22,13.23,13874
52.22,13.23,13874
52.22,13.23,13874
52.22,13.23,13874
52.22,13.23,13874
52.22,13.23,13874
52.22,13.23,13998
52.22,13.23,13998
52.22,13.23,13998
52.22,13.23,13998
52.22,13.23,13998
52.22,13.23,13998
52.22,13.23,14194
52.22,13.23,14194
52.22,13.23,14194
52.22,13.23,14194
52.22,13.23,14194
52.22,13.23,14194
52.21,13.23,20988
52.21,13.23,20988
52.21,13.23,20988
52.21,13.23,20988
52.21,13.23,20988
52.21,13.23,20988
51.31,13.23,3611
51.31,13.23,3611
51.31,13.23,3611
51.31,13.23,3611
51.31,13.23,3611
51.31,13.23,3611
51.31,13.23,8593
51.31,13.23,8593
51.31,13.23,8593
51.31,13.23,8593
51.31,13.23,8593
51.31,13.23,8593
51.31,13.23,10165
51.31,13.23,10165
51.31,13.23,10165
51.31,13.23,10165
51.31,13.23,10165
51.31,13.23,10165
51.31,13.23,3745
51.31,13.23,3745
51.31,13.23,3745
51.31,13.23,3745
51.31,13.23,3745
52.53,13.23,3865
52.53,13.23,3865
52.53,13.23,3865
52.53,13.23,3865
52.53,13.23,3865
51.31,13.23,3923
51.31,13.23,3923
51.31,13.23,3923
51.31,13.23,3923
51.31,13.23,3923
51.31,13.23,4294
51.31,13.23,4294
51.31,13.23,4294
51.31,13.23,4294
51.31,13.23,4294
52.53,13.23,4660
52.53,13.23,4660
52.53,13.23,4660
52.53,13.23,4660
52.53,13.23,4660
52.53,13.23,5808
52.53,13.23,5808
52.53,13.23,5808
52.53,13.23,5808
52.53,13.23,5808
52.53,13.23,5828
52.53,13.23,5828
52.53,13.23,5828
52.53,13.23,5828
52.53,13.23,5828
52.53,13.23,6188
52.53,13.23,6188
52.53,13.23,6188
52.53,13.23,6188
52.53,13.23,6188
51.31,13.23,6225
51.31,13.23,6225
51.31,13.23,6225
51.31,13.23,6225
51.31,13.23,6225
51.31,13.23,6951
51.31,13.23,6951
51.31,13.23,6951
51.31,13.23,6951
51.31,13.23,6951
52.53,13.23,7738
52.53,13.23,7738
52.53,13.23,7738
52.53,13.23,7738
52.53,13.23,7738
51.31,13.23,9269
51.31,13.23,9269
51.31,13.23,9269
51.31,13.23,9269
51.31,13.23,9269
52.53,13.23,9420
52.53,13.23,9420
52.53,13.23,9420
52.53,13.23,9420
52.53,13.23,9420
51.31,13.23,9425
51.31,13.23,9425
51.31,13.23,9425
51.31,13.23,9425
51.31,13.23,9425
51.31,13.23,12199
51.31,13.23,12199
51.31,13.23,12199
51.31,13.23,12199
51.31,13.23,12199
52.53,13.23,12624
52.53,13.23,12624
52.53,13.23,12624
52.53,13.23,12624
52.53,13.23,12624
52.53,13.23,12907
52.53,13.23,12907
52.53,13.23,12907
52.53,13.23,12907
52.53,13.23,12907
52.53,13.23,14500
52.53,13.23,14500
52.53,13.23,14500
52.53,13.23,14500
52.53,13.23,14500
51.31,13.23,7
51.31,13.23,7
51.31,13.23,8
51.31,13.23,8
51.31,13.23,13
51.31,13.23,13
51.31,13.23,41
51.31,13.23,41
52.21,13.23,4402
52.21,13.23,4402
52.21,13.23,4402
52.21,13.23,4402
52.21,13.23,4402
52.21,13.23,4402
52.22,13.23,4618
52.22,13.23,4618
52.22,13.23,4618
52.22,13.23,4618
52.22,13.23,4618
52.22,13.23,4618
52.22,13.23,5164
52.22,13.23,5164
52.22,13.23,5164
52.22,13.23,5164
52.22,13.23,5164
52.22,13.23,5164
52.22,13.23,5338
52.22,13.23,5338
52.22,13.23,5338
52.22,13.23,5338
52.22,13.23,5338
52.22,13.23,5338
52.21,13.23,5911
52.21,13.23,5911
52.21,13.23,5911
52.21,13.23,5911
52.21,13.23,5911
52.21,13.23,5911
51.31,13.23,6185
51.31,13.23,6185
52.21,13.23,6251
52.21,13.23,6251
52.21,13.23,6251
52.21,13.23,6251
52.21,13.23,6251
52.21,13.23,6251
52.22,13.23,6389
52.22,13.23,6389
52.22,13.23,6389
52.22,13.23,6389
52.22,13.23,6389
52.22,13.23,6389
51.31,13.23,7788
51.31,13.23,7788
52.22,13.23,7797
52.22,13.23,7797
52.22,13.23,7797
52.22,13.23,7797
52.22,13.23,7797
52.22,13.23,7797
51.31,13.23,8071
51.31,13.23,8071
51.31,13.23,10364
51.31,13.23,10364
51.31,13.23,12315
51.31,13.23,12315
51.31,13.23,13944
51.31,13.23,13944
51.31,13.23,13973
51.31,13.23,13973
52.53,13.23,9521
52.53,13.23,9521
52.53,13.23,9521
52.53,13.23,9521
52.53,13.23,9521
52.53,13.23,9802
52.53,13.23,9802
52.53,13.23,9802
52.53,13.23,9802
52.53,13.23,9802
52.53,13.23,10132
52.53,13.23,10132
52.53,13.23,10132
52.53,13.23,10132
52.53,13.23,10132
52.53,13.23,11787
52.53,13.23,11787
52.53,13.23,11787
52.53,13.23,11787
52.53,13.23,11787
52.22,13.23,20159
52.22,13.23,20159
52.22,13.23,20159
52.22,13.23,20159
52.22,13.23,22541
52.22,13.23,22541
52.22,13.23,22541
52.22,13.23,22541
52.21,13.23,23870
52.21,13.23,23870
52.21,13.23,23870
52.21,13.23,23870
52.22,13.23,25414
52.22,13.23,25414
52.22,13.23,25414
52.22,13.23,25414
52.21,13.23,26554
52.21,13.23,26554
52.21,13.23,26554
52.21,13.23,26554
52.21,13.23,27945
52.21,13.23,27945
52.21,13.23,27945
52.21,13.23,27945
52.22,13.23,28526
52.22,13.23,28526
52.22,13.23,28526
52.22,13.23,28526
52.22,13.23,4194
52.22,13.23,4194
52.22,13.23,4194
52.22,13.23,4194
52.22,13.23,4194
52.21,13.23,4761
52.21,13.23,4761
52.21,13.23,4761
52.21,13.23,4761
52.21,13.23,4761
52.22,13.23,4990
52.22,13.23,4990
52.22,13.23,4990
52.22,13.23,4990
52.22,13.23,4990
52.21,13.23,5430
52.21,13.23,5430
52.21,13.23,5430
52.21,13.23,5430
52.21,13.23,5430
52.22,13.23,5695
52.22,13.23,5695
52.22,13.23,5695
52.22,13.23,5695
52.22,13.23,5695
52.21,13.23,7364
52.21,13.23,7364
52.21,13.23,7364
52.21,13.23,7364
52.21,13.23,7364
52.21,13.23,7428
52.21,13.23,7428
52.21,13.23,7428
52.21,13.23,7428
52.21,13.23,7428
52.22,13.23,7565
52.22,13.23,7565
52.22,13.23,7565
52.22,13.23,7565
52.22,13.23,7565
52.22,13.23,7703
52.22,13.23,7703
52.22,13.23,7703
52.22,13.23,7703
52.22,13.23,7703
52.22,13.23,8234
52.22,13.23,8234
52.22,13.23,8234
52.22,13.23,8234
52.21,13.23,8268
52.21,13.23,8268
52.21,13.23,8268
52.21,13.23,8268
52.21,13.23,8268
52.22,13.23,8772
52.22,13.23,8772
52.22,13.23,8772
52.22,13.23,8772
52.22,13.23,8772
52.21,13.23,8811
52.21,13.23,8811
52.21,13.23,8811
52.21,13.23,8811
52.21,13.23,8811
52.22,13.23,8891
52.22,13.23,8891
52.22,13.23,8891
52.22,13.23,8891
52.22,13.23,8891
52.22,13.23,8914
52.22,13.23,8914
52.22,13.23,8914
52.22,13.23,8914
52.22,13.23,8914
52.22,13.23,9050
52.22,13.23,9050
52.22,13.23,9050
52.22,13.23,9050
52.22,13.23,9050
52.22,13.23,9105
52.22,13.23,9105
52.22,13.23,9105
52.22,13.23,9105
52.22,13.23,9105
52.22,13.23,9169
52.22,13.23,9169
52.22,13.23,9169
52.22,13.23,9169
52.22,13.23,9169
52.21,13.23,9662
52.21,13.23,9662
52.21,13.23,9662
52.21,13.23,9662
52.21,13.23,9662
52.21,13.23,10041
52.21,13.23,10041
52.21,13.23,10041
52.21,13.23,10041
52.21,13.23,10041
52.21,13.23,10217
52.21,13.23,10217
52.21,13.23,10217
52.21,13.23,10217
52.21,13.23,10217
52.21,13.23,10289
52.21,13.23,10289
52.21,13.23,10289
52.21,13.23,10289
52.21,13.23,10289
52.21,13.23,10309
52.21,13.23,10309
52.21,13.23,10309
52.21,13.23,10309
52.21,13.23,10309
52.22,13.23,10859
52.22,13.23,10859
52.22,13.23,10859
52.22,13.23,10859
52.22,13.23,10859
52.22,13.23,11027
52.22,13.23,11027
52.22,13.23,11027
52.22,13.23,11027
52.22,13.23,11027
52.21,13.23,11062
52.21,13.23,11062
52.21,13.23,11062
52.21,13.23,11062
52.21,13.23,11062
52.22,13.23,11107
52.22,13.23,11107
52.22,13.23,11107
52.22,13.23,11107
52.22,13.23,11107
52.22,13.23,11147
52.22,13.23,11147
52.22,13.23,11147
52.22,13.23,11147
52.22,13.23,11147
52.21,13.23,11368
52.21,13.23,11368
52.21,13.23,11368
52.21,13.23,11368
52.21,13.23,11368
52.22,13.23,11458
52.22,13.23,11458
52.22,13.23,11458
52.22,13.23,11458
52.22,13.23,11458
52.21,13.23,12361
52.21,13.23,12361
52.21,13.23,12361
52.21,13.23,12361
52.21,13.23,12361
52.22,13.23,13758
52.22,13.23,13758
52.22,13.23,13758
52.22,13.23,13758
