"";"sensor_id";"timestamp";"P1";"P2"
"1";"13030";2018-10-01 00:01:01;12,3;11,1
"2";"13030";2018-10-01 00:06:01;12,5;11,5
"3";"13030";2018-10-01 00:11:01;12,2;11,3
"4";"13030";2018-10-01 00:17:01;13;11,4
"5";"13030";2018-10-01 00:22:01;12,3;11,3
"6";"13030";2018-10-01 00:27:01;13;11,6
"7";"13030";2018-10-01 00:32:01;12,8;11,5
"8";"13030";2018-10-01 00:37:06;13,7;11,9
"9";"13030";2018-10-01 00:42:06;13,8;12,2
"10";"13030";2018-10-01 00:47:01;14,1;12,7
"11";"13030";2018-10-01 00:52:06;14,5;13,3
"12";"13030";2018-10-01 00:57:01;15;13,9
"13";"13030";2018-10-01 01:02:01;15,1;14,4
"14";"13030";2018-10-01 01:07:01;15;13,9
"15";"13030";2018-10-01 01:12:01;15,5;14,3
"16";"13030";2018-10-01 01:17:01;15,4;14,4
"17";"13030";2018-10-01 01:27:01;15,2;13,7
"18";"13030";2018-10-01 01:32:06;14,8;14,1
"19";"13030";2018-10-01 01:37:06;15;14,3
"20";"13030";2018-10-01 01:42:06;14,5;13,2
"21";"13030";2018-10-01 01:47:01;15,5;13,9
"22";"13030";2018-10-01 01:52:01;14,8;13,6
"23";"13030";2018-10-01 01:57:01;14,1;12,8
"24";"13030";2018-10-01 02:02:01;13,2;12,1
"25";"13030";2018-10-01 02:07:01;13,1;12,6
"26";"13030";2018-10-01 02:12:01;12,4;12,1
"27";"13030";2018-10-01 02:17:01;12,2;11,8
"28";"13030";2018-10-01 02:22:01;12,3;12
"29";"13030";2018-10-01 02:27:01;12,7;12,2
"30";"13030";2018-10-01 02:32:01;13;12,4
"31";"13030";2018-10-01 02:37:01;12,5;11,8
"32";"13030";2018-10-01 02:42:01;12,8;12,1
"33";"13030";2018-10-01 02:47:01;13,3;12,2
"34";"13030";2018-10-01 02:52:01;13,1;12
"35";"13030";2018-10-01 02:57:01;12,3;11,3
"36";"13030";2018-10-01 03:02:01;11,9;11,1
"37";"13030";2018-10-01 03:07:01;12,5;11,8
"38";"13030";2018-10-01 03:12:01;12,3;11,9
"39";"13030";2018-10-01 03:17:01;12;11,8
"40";"13030";2018-10-01 03:22:01;12,2;11,9
"41";"13030";2018-10-01 03:27:01;12,1;12,1
"42";"13030";2018-10-01 03:32:01;10,6;10,6
"43";"13030";2018-10-01 03:37:01;10,3;10,3
"44";"13030";2018-10-01 03:42:01;9,8;9,8
"45";"13030";2018-10-01 03:47:01;10;9,6
"46";"13030";2018-10-01 03:52:01;9,9;9,5
"47";"13030";2018-10-01 03:57:01;10,9;10,2
"48";"13030";2018-10-01 04:02:01;11,2;10,6
"49";"13030";2018-10-01 04:07:01;11,8;10,9
"50";"13030";2018-10-01 04:12:01;12,2;11,3
"51";"13030";2018-10-01 04:17:01;12,4;11,5
"52";"13030";2018-10-01 04:27:01;12;11,1
"53";"13030";2018-10-01 04:32:01;11,2;10,6
"54";"13030";2018-10-01 04:37:01;11;10,2
"55";"13030";2018-10-01 04:47:01;10,7;10
"56";"13030";2018-10-01 04:52:01;11,2;10,7
"57";"13030";2018-10-01 04:57:01;11,9;11
"58";"13030";2018-10-01 05:02:01;11,8;11
"59";"13030";2018-10-01 05:07:01;11,6;10,8
"60";"13030";2018-10-01 05:12:01;11,8;11
"61";"13030";2018-10-01 05:22:01;11,2;10,8
"62";"13030";2018-10-01 05:27:01;10,2;10,2
"63";"13030";2018-10-01 05:32:01;10,4;10,4
"64";"13030";2018-10-01 05:37:01;10,2;10,2
"65";"13030";2018-10-01 05:47:01;10,6;9,7
"66";"13030";2018-10-01 05:52:01;11,5;10,5
"67";"13030";2018-10-01 05:57:01;11,3;10,3
"68";"13030";2018-10-01 06:02:01;11,2;10,2
"69";"13030";2018-10-01 06:07:01;11;10,5
"70";"13030";2018-10-01 06:12:02;10,5;10,2
