"";"sensor_id";"sensor_type";"location";"lat";"lon";"timestamp";"P1";"P2";"P0"
"165";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 13:51:47;"6.50";"6.00";"3.00"
"166";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 13:56:51;"7.80";"7.80";"3.40"
"167";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 14:01:54;"4.75";"4.75";"3.75"
"168";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 14:06:57;"7.20";"7.20";"5.20"
"169";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 14:12:01;"5.25";"5.25";"3.75"
"170";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 14:17:05;"6.00";"5.00";"4.20"
"171";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 14:22:08;"6.50";"6.50";"4.50"
"172";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 14:27:12;"5.80";"5.80";"4.20"
"173";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 14:32:15;"7.50";"5.25";"3.50"
"174";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 14:37:19;"4.20";"4.20";"3.20"
"175";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 14:42:22;"5.00";"5.00";"4.00"
"176";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 14:47:26;"5.40";"5.00";"3.00"
"177";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 14:52:29;"5.50";"4.50";"3.50"
"178";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 14:57:33;"3.80";"3.40";"2.20"
"179";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 15:02:36;"7.75";"7.75";"3.75"
"180";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 15:07:39;"5.75";"4.25";"3.00"
"181";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 15:12:43;"4.00";"4.00";"2.00"
"182";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 15:17:46;"4.75";"4.75";"3.00"
"183";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 15:22:50;"5.40";"5.00";"3.20"
"184";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 15:27:54;"5.50";"4.75";"3.25"
"185";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 15:32:57;"6.50";"4.25";"3.25"
"186";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 15:38:00;"5.00";"4.00";"3.00"
